"Title_Number","Tenure","Property_Address","District","County","Region","Postcode","Multiple_Address_Indicator","Price_Paid","Proprietor_Name1","Company_Registration_No","Proprietorship_Category_1","CountryIncorporated1","Proprietor_1_Address_1","Proprietor_1_Address_2","Proprietor_1_Address_3","Proprietor_Name_2","Company_Registration_No_2","Proprietorship_Category_2","CountryIncorporated2","Proprietor_2_Address_1","Proprietor_2_Address_2","Proprietor_2_Address_3","Proprietor_Name_3","Company_Registration_No_3","Proprietorship_Category_3","CountryIncorporated3","Proprietor_3_Address_1","Proprietor_3_Address_2","Proprietor_3_Address_3","Proprietor_Name_4","Company_Registration_No_4","Proprietorship_Category_4","Country_Incorporated4","Proprietor_4_Address_1","Proprietor_4_Address_2","Proprietor_4_Address_3","Date_Proprietor_Added","Additional_Proprietor_Indicator","Latitude","Longitude"
"WM937999","Leasehold","Apartment 373, Southside, St Johns Walk, Birmingham (B5 4TN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4TN","N","185000","INDEPENDENT TRUSTEE COMPANY LIMITED",,"Limited Company or Public Limited Company","IRELAND","Harmony Row, Harmony Court, Dublin 2, Eire",,,,,,,,,,,,,,,,,,,,,,,,"27-08-2014","N","52.4737181","-1.897219"
"WM942080","Leasehold","Apartment 281, Brindley House, 101 Newhall Street, Birmingham (B3 1LL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1LL","N",,"SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"08-04-2014","N","52.48448","-1.9071933"
"WM943502","Leasehold","Apartment 364, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943507","Leasehold","Apartment 363, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943756","Leasehold","Apartment 391, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943764","Leasehold","Apartment 421, Orion Building, 90 Navigation Street, Birmingham (B5 4AJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AJ","N","101499","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943772","Leasehold","Apartment 406, Orion Building, 90 Navigation Street, Birmingham (B5 4AJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AJ","N","101499","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943963","Leasehold","Apartment 412, Orion Building, 90 Navigation Street, Birmingham (B5 4AJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AJ","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM943990","Leasehold","Apartment 402, Orion Building, 90 Navigation Street, Birmingham (B5 4AJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AJ","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM944083","Leasehold","Apartment 367, Orion Building, 90 Navigation Street, Birmingham (B5 4AF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AF","N","88868","TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Mossack Fonseca & Co (BVI) Limited, Tortola, British Virgin Islands","3 Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"13-07-2009","N","52.4775541","-1.9023624"
"WM950982","Leasehold","Apartment 525, Orion Building, 90 Navigation Street, Birmingham (B5 4AW)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4AW","N",,"KLINTENS SCHAKT LTD",,"Limited Company or Public Limited Company","FINLAND","Apartment 525, Orion, 90 Navigation Street, Birmingham B5 4AJ",,,,,,,,,,,,,,,,,,,,,,,,"15-11-2010","N","52.4775541","-1.9023624"
"WM988512","Freehold","171-185 (odd) Highfield Road, Hall Green, Birmingham (B28 0HS)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B28 0HS","N",,"ABACUS LAND 4 LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Third Floor, La Plaiderie Chambers, St Peter Port, Guernsey, GY1 1WG",,,,,,,,,,,,,,,,,,,,,,,,"13-06-2017","N","52.4252552877488","-1.8473323388056"
"MM7858","Freehold","10 and 16 Shakespear Crescent, Hockley, Birmingham (B18 5BT) and 104 and 108 Lodge Road, Hockley,Birmingham (B18 5BN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B18 5BT","N",,"ABACUS LAND 4 LTD",,"Limited Company or Public Limited Company","GUERNSEY","Third Floor, La Plaiderie Chambers, St Peter Port, Guernsey, GY1 1WG",,,,,,,,,,,,,,,,,,,,,,,,"19-05-2016","N","52.4933938243621","-1.92555695084124"
"WM697604","Freehold","land on the north west side of Commercial Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"MAILBOX (BIRMINGHAM) LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","PO Box 656, East Wing, Trafalgar Court,, Les Banques, St Peter Port, Guernsey, GY1 3PP",,,,,,,,,,,,,,,,,,,,,,,,"08-06-2011","N","0","0"
"WM701206","Freehold","land and buildings on the South side of Spring Road, Tyseley, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"MOSSTONE LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","16 St Georges Street, Douglas, Isle Of Man IM99 2QB",,,"CABBYL LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","16 St Georges Street, Douglas, Isle Of Man IM99 2QB",,,,,,,,,,,,,,,,,"20-08-2009","N","0","0"
"WM739843","Leasehold","G1 Millennium Apartments, 95 Newhall Street, Birmingham (B3 1BA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1BA","N",,"R C RESIDENTIAL (IOM) LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","Cloaie House (The Old Stables), Ballanard Road, Douglas, Isle Of Man IM2 5PP",,,,,,,,,,,,,,,,,,,,,,,,"02-07-2012","N","52.4830506","-1.9048555"
"WM753992","Leasehold","Unit B, Gas Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"REED LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","16 George Road, St Peter Port, Guernsey, GY1 1BD","Chattock House, 346 Statford Road, Shirley, Solihull, W Midlands B90 3DN",,,,,,,,,,,,,,,,,,,,,,,"08-12-2010","N","0","0"
"WM767024","Freehold","Victoria Square House, Victoria Square, Birmingham (B2 4AJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B2 4AJ","N",,"VSH NOMINEE 1 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,"VSH NOMINEE 2 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT","26 Finsbury Square, London EC2A 1DS",,,,,,,,,,,,,,,,"24-02-2014","N","52.4791997","-1.9025271"
"WM771278","Leasehold","6 Brindley Place, Birmingham (B1 2JB)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 2JB","N",,"BRINDLEY 6 S.A.R.L.",,"Corporate Body","LUXEMBOURG","7, rue Lou Hemmer, L-1748 Luxembourg-Findel, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"28-07-2010","N","52.477561","-1.9136053"
"WM775658","Freehold","Unit 8, Nexus Point, Elliott Way, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"NEXUS PROPERTIES LIMITED",,"Limited Company or Public Limited Company","JERSEY","13-14 Esplanade, St Helier, Jersey, JE1 1EE",,,,,,,,,,,,,,,,,,,,,,,,"17-01-2017","N","0","0"
"WM835136","Leasehold","311 Soho Road, Birmingham (B21 9SD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 9SD","N",,"JAMAICA NATIONAL BUILDING SOCIETY",,"Corporate Body","JAMAICA","311 Soho Road, Handsworth, Birmingham B21 9SD","2-4 Constant Spring Road, Kingston 10, Jamaica, West Indies","Unit 234 Upper Ground Floor, Elephant And Castle Shopping Centre, London SE1 6TE",,,,,,,,,,,,,,,,,,,,,,"05-01-2009","N","52.5038925466686","-1.93829701839909"
"WM836136","Freehold","Land at the back of 3 Newmarket Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"SPARKLING LIGHT INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","P O Box 957, Offshore Incorporations Centre, Road Town , Tortola , British Virgin Islands",,,,,,,,,,,,,,,,,,,,,,,,"06-06-2014","N","0","0"
"WM854486","Freehold","89 Sir Hiltons Road, Birmingham (B31 3NN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B31 3NN","N",,"VAGARDS INVESTMENT CORP",,"Unlimited Company","PANAMA","297-299 Kenton Lane, Harrow HA3 8RR",,,,,,,,,,,,,,,,,,,,,,,,"06-01-2015","N","52.3925508618189","-1.95889020118341"
"WM102889","Freehold","82 Barton Lodge Road, Hall Green, Birmingham (B28 0RJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B28 0RJ","N","385000","SECTA PROPERTIES LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","Burleigh Manor, Peel Road, Douglas, Isle Of Man, IM1 5EP",,,,,,,,,,,,,,,,,,,,,,,,"09-08-2016","N","52.4151041292993","-1.84626436409883"
"WM129941","Freehold","Unit 6, 152 Constitution Hill, Birmingham (B19 3JT)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B19 3JT","N","2300000","SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"22-08-2016","N","52.4870667981844","-1.90350774892427"
"MM5443","Leasehold","31 Pear Tree Road, Shard End (B34 6RY)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B34 6RY","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","20/F Fung House, No 19-20 Connaught Road, Central, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"19-07-2012","N","52.4965092462344","-1.77845964940085"
"MM5454","Leasehold","20 Copthall Road, Birmingham (B21 8JJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 8JJ","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","20/F Fung House, No 19-20 Connaught Road, Central, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"19-07-2012","N","52.514129658575","-1.95210447798251"
"MM5527","Leasehold","airspace above 3 Marbury Close, Kings Norton, Birmingham (B38 8YX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B38 8YX","N",,"SOLARFAIR INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","JERSEY","PO Box 781, 8 Church Street, St Helier, Jersey JE4 0SG",,,,,,,,,,,,,,,,,,,,,,,,"07-12-2012","N","52.4081430489575","-1.94479413298529"
"MM5637","Leasehold","Airspace above 70 Lazy Hill, Birmingham (B38 9PA)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B38 9PA","N",,"SOLARFAIR INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","JERSEY","PO Box 781, 8 Church Street, St Helier, Jersey JE4 0SG",,,,,,,,,,,,,,,,,,,,,,,,"10-12-2012","N","52.4059158784756","-1.91830853188486"
"MM7841","Leasehold","Auchinleck House, Broad Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"ACE SINO GROUP LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Seven Capital, 116-118 Colmore Row, Birmingham B3 3BD",,,,,,,,,,,,,,,,,,,,,,,,"07-08-2012","N","0","0"
"MM33609","Leasehold","Unit 24, College House, Bridge Road, Saltley, Birmingham (B8 3TE)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B8 3TE","N","44945","GREENFIELD PROPERTY CORPORATION",,"Corporate Body","BELIZE","Suite 102, Ground Floor, Blake Building, Corner of Eyre & Hutson Streets, Belize City, Belize",,,,,,,,,,,,,,,,,,,,,,,,"01-04-2014","N","52.4845195","-1.8504837"
"MM44161","Freehold","land on the south east side of Gibb Street","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"BELLERIVE REGEN 1 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Elizabeth House, 9 Castle Street, St Helier, Jersey, JE2 3RT",,,,,,,,,,,,,,,,,,,,,,,,"18-07-2017","N","0","0"
"MM51441","Leasehold","the airspace above the roof of 175 East Meadway, Tile Cross (B33 0EN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B33 0EN","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","20/F Fung House, No 19-20 Connaught Road Central, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"27-04-2015","N","52.4817817852059","-1.76352931836666"
"MM52470","Freehold","10 PETERSHAM PLACE, RICHMOND HILL ROAD, BIRMINGHAM B15 3RY","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B15 3RY","Y","290788","ADRIATIC LAND 3 LIMITED","56273","Limited Company or Public Limited Company","GUERNSEY","Mont Crevelt House, Bulwer Avenue, St Sampson, Guernsey, GY2 4LH",,,,,,,,,,,,,,,,,,,,,,,,"15-05-2015","N","52.460577545295","-1.93629699286262"
"MM56338","Leasehold","the airspace above the roof of 4 Hillcross Walk, Birmingham (B36 8NN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B36 8NN","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","11a, Yue On Commercial Building, 385-387 Lockhart Road, Wan Chai, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"30-07-2015","N","52.50306441165","-1.79950837076932"
"MM58084","Leasehold","the airspace above the roof of 69 College Road, Saltley (B8 3SH)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B8 3SH","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","15th Floor, Menara Summit, Persiaran Kewajipan, USJ 1, Subang Jaya, 47600, Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,"10-09-2015","N","0","0"
"MM61011","Freehold","Claire Court, Clinton Street, Birmingham (B18 4BJ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B18 4BJ","N","8525416","SIPL SAINTS PROPCO S.A R.L.",,"Corporate Body","LUXEMBOURG","19, rue de Bitbourg, L-1273, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"09-11-2015","N","52.490956531246","-1.93943436850491"
"MM70586","Leasehold","Car Parking Space 77, Metropolitan House, 1 Hagley Road, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"WEALTHY MODEL LIMITED",,"Limited Company or Public Limited Company","HONG KONG","12 St. Georges Close, Birmingham B15 3TP",,,,,,,,,,,,,,,,,,,,,,,,"20-05-2016","N","0","0"
"MM73809","Leasehold","116-118 Soho Road, Birmingham (B21 9DP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 9DP","N",,"THE STATE BANK OF INDIA",,"Corporate Body","INDIA","15-17 King Street, London EC2V 8EA",,,,,,,,,,,,,,,,,,,,,,,,"27-07-2016","N","52.5024850592532","-1.92934232721628"
"MM75102","Leasehold","airspace above the roof of 44 Landgate Road, Handsworth (B21 8JH)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 8JH","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","15th Floor, Menara Summit, Persiaran Kewajipan, USJ 1, Subang Jaya, 47600, Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,"24-08-2016","N","52.5123766786133","-1.95229790370923"
"MM77273","Leasehold","airspace above the roof of 72 Andrew Gardens, Birmingham (B21 9PN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 9PN","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","15th Floor, Menara Summit, Persiaran Kewajipan, USJ 1, Subang Jaya, 47600, Selangor, Malaysia",,,,,,,,,,,,,,,,,,,,,,,,"11-10-2016","N","52.51265702173","-1.93675248720834"
