"Title_Number","Tenure","Property_Address","District","County","Region","Postcode","Multiple_Address_Indicator","Price_Paid","Proprietor_Name1","Company_Registration_No","Proprietorship_Category_1","CountryIncorporated1","Proprietor_1_Address_1","Proprietor_1_Address_2","Proprietor_1_Address_3","Proprietor_Name_2","Company_Registration_No_2","Proprietorship_Category_2","CountryIncorporated2","Proprietor_2_Address_1","Proprietor_2_Address_2","Proprietor_2_Address_3","Proprietor_Name_3","Company_Registration_No_3","Proprietorship_Category_3","CountryIncorporated3","Proprietor_3_Address_1","Proprietor_3_Address_2","Proprietor_3_Address_3","Proprietor_Name_4","Company_Registration_No_4","Proprietorship_Category_4","Country_Incorporated4","Proprietor_4_Address_1","Proprietor_4_Address_2","Proprietor_4_Address_3","Date_Proprietor_Added","Additional_Proprietor_Indicator","Latitude","Longitude"
"WM712964","Freehold","Lidl Superstore, Moseley Road, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LIDL U.K. GMBH",,"Corporate Body","GERMANY","19 Worple Road, Wimbledon, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,"12-01-2000","N","0","0"
"WM718266","Freehold","Land lying to the north of Severn Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"MAILBOX (BIRMINGHAM) LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","PO Box 656, East Wing, Trafalgar Court, Les Banques, St Peter Port, Guernsey, GY1 3PP",,,,,,,,,,,,,,,,,,,,,,,,"08-06-2011","N","0","0"
"WM722145","Freehold","Bentley House, Moland Street, Birmingham (B4 7AU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B4 7AU","N","2700000","UNICITY XXV BIRMINGHAM 2 S.A.R.L.",,"Unlimited Company","LUXEMBOURG","13 Albemarle Street, London W1S 4HJ",,,,,,,,,,,,,,,,,,,,,,,,"05-12-2014","N","0","0"
"WM726025","Leasehold","Plot D1, Woodgate Business Park, 166 Clapgate Lane, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"NAT INVESTMENTS PTY LIMITED",,"Limited Company or Public Limited Company","AUSTRALIA","24 Carter Street, Homebush Bay , New South Wales 2127, Australia",,,,,,,,,,,,,,,,,,,,,,,,"29-07-2013","N","0","0"
"MM10361","Leasehold","Store Room 4, Sirius, John Bright Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","3/1A Parliament Lane, PO Box 453, Gibraltar","3 Coventry Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"10-10-2012","N","0","0"
"MM10366","Leasehold","Store Room 14, 1-Land, 41 Essex Street, Birmingham (B5 4TR)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4TR","N",,"TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","3/1A Parliament Lane, PO Box 453, Gibraltar","3 Coventry Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"10-10-2012","N","52.473617","-1.8984481"
"MM10436","Leasehold","Store Room 11, I-Land, 41 Essex Street, Birmingham (B5 4TR)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 4TR","N",,"TRIWARD HOLDINGS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","3/1A Parliament Lane, PO Box 453, Gibraltar","3 Coventry Innovation Village, Cheetah Road, Coventry CV1 2TL",,,,,,,,,,,,,,,,,,,,,,,"10-10-2012","N","52.473617","-1.8984481"
"MM12372","Freehold","85 Pipers Green, Birmingham (B28 0NU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B28 0NU","N",,"WALLACE PROPERTIES LIMITED",,"Limited Company or Public Limited Company","MAURITIUS","Botanic House, 100 Hills Road, Cambridge CB2 1PH",,,,,,,,,,,,,,,,,,,,,,,,"23-11-2012","N","52.4205222427758","-1.84402535320756"
"MM13477","Leasehold","Apartment 213, Brindley House, Newhall Street, Birmingham (B3 1LL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1LL","N",,"SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"08-04-2014","N","52.48448","-1.9071933"
"MM13760","Freehold","71 Cofton Park Drive, Rednal, Birmingham (B45 8GP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B45 8GP","N",,"MLH HOLDINGS SDN BHD",,"Corporate Body","MALAYSIA","71 Cofton Park Drive, Rednal, Birmingham B45 8GP",,,,,,,,,,,,,,,,,,,,,,,,"03-01-2013","N","52.3917750334967","-1.99226199028973"
"MM14553","Leasehold","land on the south-east side of Charlotte Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"KFIM LIPUT 1 LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT","Woolgate Exchange, 25 Basinghall Street, London EC2V 5HA","125 London Wall, London EC2Y 5AL","KFIM LIPUT 2 LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT","Woolgate Exchange, 25 Basinghall Street, London EC2V 5HA","125 London Wall, London EC2Y 5AL",,,,,,,,,,,,,,,"12-07-2016","N","0","0"
"MM20018","Leasehold","190 East Meadway, Tile Cross (B33 0EW)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B33 0EW","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","20/F Fung House, No 19-20 Connaught Road Central, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"03-06-2013","N","52.4820708685103","-1.76423456767361"
"MM29966","Freehold","Apartments 1-16, 2 Riverpark Way, Northfield, Birmingham (B31 2GB)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B31 2GB","N",,"ABACUS LAND 4 LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Third Floor, La Plaiderie Chambers, St Peter Port, Guernsey, GY1 1WG",,,,,,,,,,,,,,,,,,,,,,,,"08-06-2017","N","52.4020226676106","-1.9787683649309"
"MM30401","Leasehold","Flat 434, St Pauls Place, 40 St Pauls Square, Birmingham (B3 1FQ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1FQ","N","86207","SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"17-01-2014","N","52.4851387","-1.9071825"
"MM30402","Leasehold","Flat 435, St Pauls Place, 40 St Pauls Square, Birmingham (B3 1FQ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1FQ","N","86207","SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"17-01-2014","N","52.4851387","-1.9071825"
"MM30410","Leasehold","Flat 509, St Pauls Place, 40 St Pauls Square, Birmingham (B3 1FQ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 1FQ","N","195925","SHEENE NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,"KEEGAN NOMINEE LIMITED",,"Limited Company or Public Limited Company","JERSEY","13 Castle Street, St Helier, Jersey, JE4 5UT",,,,,,,,,,,,,,,,,"17-01-2014","N","52.4851387","-1.9071825"
"MM30460","Freehold","car park, Hill Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"TOYOKO INN CO LIMITED",,"Limited Company or Public Limited Company","JAPAN","1-7-4 Shin-kamata, Ota-Ku, Tokyo, 144-0054, Japan",,,,,,,,,,,,,,,,,,,,,,,,"20-01-2014","N","0","0"
"MM33660","Leasehold","Unit 114, Bridge House Hotel, Sherbourne Road, Acocks Green, Birmingham (B27 6DX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B27 6DX","N",,"GREENFIELD PROPERTY CORP",,"Corporate Body","BELIZE","Suite 102 Ground Floor, Blake Building, Corner of Eyre and Hutson Streets, Belize City, Belize",,,,,,,,,,,,,,,,,,,,,,,,"02-04-2014","N","52.4492485912751","-1.820750398672"
"MM33661","Leasehold","Unit 115, Bridge House Hotel, Sherbourne Road, Acocks Green, Birmingham (B27 6DX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B27 6DX","N",,"GREENFIELD PROPERTY CORP",,"Corporate Body","BELIZE","Suite 102 Ground Floor, Blake Building, Corner of Eyre and Hutson Streets, Belize City, Belize",,,,,,,,,,,,,,,,,,,,,,,,"02-04-2014","N","52.4492485912751","-1.820750398672"
"MM35514","Leasehold","5 Brindley Place, Birmingham (B1 2BL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 2BL","N",,"DEUTSCHE BANK AG","BR00005","Corporate Body","GERMANY","Winchester House, 1 Great Winchester Street, London EC2N 2DB",,,,,,,,,,,,,,,,,,,,,,,,"13-05-2014","N","0","0"
"MM43036","Leasehold","Apartment 5, Arena Court, 26 Clement Street, Birmingham and parking space (B1 2SL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 2SL","N",,"MERISTEM WEALTH MANAGEMENT LIMITED",,"Limited Company or Public Limited Company","NIGERIA","3 Norman William Street, Off Keffi Street, SW Ikoyi, Lagos, Nigeria",,,,,,,,,,,,,,,,,,,,,,,,"23-10-2014","N","52.481109","-1.914525"
"MM45556","Leasehold","Building 6, Cardigan Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"GOODMAN EASTSIDE LOCKS 1 (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Number 13 Castle Street, St Helier, Jersey, JE4 5UT","Nelson House, Central Boulevard, Blythe Valley Park, Solihull B90 8BG","Arlington House, Arlington Business Park, Theale, Reading RG7 4SA",,,,,,,,,,,,,,,,,,,,,,"15-12-2014","N","0","0"
"MM47153","Freehold","134 Jockey Road, Sutton Coldfield (B73 5PP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B73 5PP","N","1030000","GRACEWELL PROPERTIES (SUTTON COLDFIELD) S.A.R.L.",,"Corporate Body","LUXEMBOURG","19, rue de Bitbourg, L-1273, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"24-01-2017","N","52.5519872958014","-1.83410523947966"
"MM52471","Freehold","1-12, 14-39 and 41- 83 (even) Stockdale Place, Birmingham (B15 3XH)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B15 3XH","N",,"ADRIATIC LAND 3 LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Mont Crevelt House, Bulwer Avenue, St Sampson, Guernsey, GY2 4LH",,,,,,,,,,,,,,,,,,,,,,,,"15-05-2015","N","52.471227890643","-1.94879444165339"
"MM52472","Freehold","Flats 1-18 Stonebury, 5 Norfolk Road, Edgbaston, Birmingham (B15 3PS)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B15 3PS","N",,"ADRIATIC LAND 3 LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","Mont Crevelt House, Bulwer Avenue, St Sampson, Guernsey, GY2 4LH",,,,,,,,,,,,,,,,,,,,,,,,"15-05-2015","N","52.4702368172865","-1.94405555704674"
"MM52774","Freehold","Bromford Gardens, Westfield Road, Edgbaston, Birmingham (B15 3XD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B15 3XD","N",,"ADRIATIC LAND 3 LIMITED","56273","Limited Company or Public Limited Company","GUERNSEY","Mont Crevelt House, Bluwer Avenue, St Sampson, Guernsey, GY2 4LH",,,,,,,,,,,,,,,,,,,,,,,,"20-05-2015","N","52.4718039570126","-1.9504278193408"
"MM54276","Leasehold","the airspace above the roof of 70 Andrew Gardens, Birmingham (B21 9PN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B21 9PN","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","11a, Yue On Commercial Building, 385-387 Lockhart Road, Wan Chai, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"22-06-2015","N","52.51265702173","-1.93675248720834"
"MM54277","Leasehold","the airspace above the roof of 9 Ivor Road, Birmingham (B11 4NR)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B11 4NR","N",,"SALCON POWER (HK) LIMITED",,"Limited Company or Public Limited Company","HONG KONG","11a, Yue On Commercial Building, 385-387 Lockhart Road, Wan Chai, Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,"22-06-2015","N","52.45257337755","-1.8677515116123"
"MM59304","Freehold","Elizabeth Place 3, Tenby Street North, Birmingham (B1 3EG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 3EG","N","485500","COMBRETUM PROPERTIES LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","18 - 20 Le Pollet, St Peter Port, Guernsey, GY1  1WH",,,,,,,,,,,,,,,,,,,,,,,,"07-10-2015","N","52.4864208","-1.9137164"
"MM66551","Freehold","Units 1 and 5 The Hub, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"KWASA LOGIX NO.1 LIMITED",,"Limited Company or Public Limited Company","JERSEY","St Paul's Gate, New Street, St Helier, Jersey JE4 8ZB",,,,,,,,,,,,,,,,,,,,,,,,"04-03-2016","N","0","0"
"MM67520","Freehold","Unit 4, The Hub, Nobel Way, Birmingham (B6 7EU)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B6 7EU","N",,"KWASA LOGIX NO.1 LIMITED",,"Limited Company or Public Limited Company","JERSEY","St Paul's Gare, New Street, St Helier, Jersey, JE4 8ZB",,,,,,,,,,,,,,,,,,,,,,,,"23-03-2016","N","52.515811","-1.883866"
"MM70341","Leasehold","Apartment 1604, Metropolitan House, 1 Hagley Road, Birmingham (B16 8HX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 8HX","N","137440","GOODWILL GROUP INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","3039, Baoan North Road, Luoho District, Shenzhen City, Guangdong Province, China",,,,,,,,,,,,,,,,,,,,,,,,"17-05-2016","N","52.4731892903497","-1.91956985483299"
"MM72761","Leasehold","Apartment 1614, Metropolitan House, 1 Hagley Road, Birmingham (B16 8HX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 8HX","N",,"M.C. PROFESSIONAL HOME REPAIR SERVICES LTD",,"Limited Company or Public Limited Company","CYPRUS","Aaprtment 1614 Metropolitan House, 1 Hagley Road, Birmingham B16 8HX",,,,,,,,,,,,,,,,,,,,,,,,"07-07-2016","N","52.4731892903497","-1.91956985483299"
"MM79852","Leasehold","Land adjoining 1 Hagley Road, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LHIF (4) LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","33 Wigmore Street, London W1U 1QX",,,,,,,,,,,,,,,,,,,,,,,,"02-12-2016","N","0","0"
"MM83805","Freehold","Timet Number 2 Plant and Timet Number 3 & 4 Plant The Hub, Holford Way, Holford, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"HIGHSHORE BIRMINGHAM LTD",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","Vanterpool Plaza, 2nd Floor, Wickhams Cay 1, Road Town, Tortola, British Virgin Islands","1 Raffles Place, No. 28-02, Singapore, 048616",,,,,,,,,,,,,,,,,,,,,,,"27-02-2017","N","0","0"
"MM85997","Freehold","Land adjoining 43 Waterloo Road, Kings Heath, Birmingham (B14 7SD)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B14 7SD","N",,"LIDL UK ASSETS GMBH",,"Corporate Body","GERMANY","19 Worple Road, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,"13-04-2017","N","52.4344506446856","-1.89586980036351"
"WM491380","Leasehold","land and buildings on the north west side of Broad Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"HINES-LASER BRINDLEY 100 S.A R.L.",,"Corporate Body","LUXEMBOURG","205, Route d'Arlon L-1550 Luxembourg, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"28-07-2010","N","0","0"
"WM491800","Freehold","145 and 147 High Street, Kings Heath (B14 7DG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B14 7DG","N",,"HPUT TRUSTEE NO 1 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Whiteley Chambers, Don Street, St Helier, Jersey JE4 9WG, as trustees of Hunter Property Unit Trust",,,"HPUT TRUSTEE NO 2 LIMITED",,"Limited Company or Public Limited Company","JERSEY","Whiteley Chambers, Don Street, St Helier, Jersey JE4 9WG, as trustees of Hunter Property Unit Trust",,,,,,,,,,,,,,,,,"20-10-2005","N","52.4343666432054","-1.89242811071843"
"WM507342","Freehold","105 Cramlington Road, Perry Barr, Birmingham (B42 2EF)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B42 2EF","N","124750","THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND",,"Corporate Body","IRELAND","One Temple Back East, Temple Quay, Bristol BS1 6DX",,,,,,,,,,,,,,,,,,,,,,,,"07-11-2007","N","52.5429994760995","-1.92351248281195"
"WM518050","Leasehold","Multi Storey Car Park, Ellis Street, Birmingham (B1 1HL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B1 1HL","N","12500000","SUFFOLK PROPERTIES LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","15-16 Brooks Mews, London W1K 4DS",,,,,,,,,,,,,,,,,,,,,,,,"07-12-2016","N","52.4737958","-1.9004876"
"WM535934","Freehold","land lying to the North East of Silver Street, Kings Heath, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LIDL UK ASSETS GMBH",,"Corporate Body","GERMANY","19 Worple Road, London SW19 4JS",,,,,,,,,,,,,,,,,,,,,,,,,"N","0","0"
"WM541621","Freehold","965 Kingsbury Road, Erdington, Birmingham (B24 9QB)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B24 9QB","N",,"BIRMINGHAM RAVENSIDE RP LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","1st Floor, Tudor House, Le Bordage, St Peter Port, Guernsey, GY1 1DB",,,,,,,,,,,,,,,,,,,,,,,,"24-12-2012","N","52.5176878828763","-1.80297807217611"
"WM550834","Freehold","8 Ingoldsby Road, Northfield and Parking Area, (B31 2HH)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B31 2HH","N",,"NEWCROSS PROPERTIES LIMITED",,"Limited Company or Public Limited Company","BRITISH VIRGIN ISLANDS","72 Burman Road, Shirley, Solihull, West Midlands",,,,,,,,,,,,,,,,,,,,,,,,"16-08-2001","N","52.4129193300315","-1.9507131665353"
"WM559976","Leasehold","Unit 1a Mitre Court, Lichfield Road, Sutton Coldfield (B74 2LZ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B74 2LZ","N",,"MOVVI LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","4th Floor, The Crane Building, 22 Lavington Street, London SE1 0NZ","PO Box 227, Clinch's House, Lord Street, Douglas, IM99 1RZ, Isle of Man",,,,,,,,,,,,,,,,,,,,,,,"25-01-2016","N","52.5684928694704","-1.82147409224917"
"WM559981","Leasehold","3, Mitre Court, 38 Lichfield Road, Sutton Coldfield (B74 2LZ)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B74 2LZ","N",,"MOVVI LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","4th Floor, The Crane Building, 22 Lavington Street, London SE1 0NZ","PO Box 227, Clinch's House, Lord Street, Douglas, IM99 1RZ, Isle of Man",,,,,,,,,,,,,,,,,,,,,,,"25-01-2016","N","52.5684928694704","-1.82147409224917"
"WM581486","Freehold","Land lying to the south of Tyburn Road, Saltley, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"ERDINGTON GRID LIMITED",,"Limited Company or Public Limited Company","JERSEY","Trident Trust Company Limited, P O Box 398, 11 Bath Street, St Helier, Jersey, JE2 4ST","71 Queen Victoria Street, London EC4V 4AY",,,,,,,,,,,,,,,,,,,,,,,"23-01-2002","N","0","0"
"WM621440","Freehold","land to the west of Walsall Road and to the south of Regina Drive, Perry Barr known as The One Stop Shopping Centre, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"PERRY BARR S.A.R.L.",,"Corporate Body","LUXEMBOURG","68-70 Boulevard de la Petrusse, L-2320, Luxembourg","4th Floor, Connaught House, 1-3 Mount Street, London W1K 3NB",,,,,,,,,,,,,,,,,,,,,,,"22-12-2016","N","0","0"
"WM642632","Freehold","St Giles Nursing Home, 122 Tile Cross Road, Birmingham (B33 0LT)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B33 0LT","N","9134454","SIPL SAINTS PROPCO S.A R.L.",,"Unlimited Company","LUXEMBOURG","6 Rue Dicks, L-1417, Luxembourg",,,,,,,,,,,,,,,,,,,,,,,,"22-09-2015","N","52.4758061948307","-1.76042557644002"
"WM644352","Freehold","The Stock Exchange, 33 Great Charles Street Queensway, Birmingham (B3 3JN)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B3 3JN","N",,"STOCK INVESTMENTS LIMITED",,"Limited Company or Public Limited Company","GUERNSEY","La Plaiderie House, La Plaiderie, St Peter Port, Guernsey, GY1 4NL",,,,,,,,,,,,,,,,,,,,,,,,"03-05-2011","N","52.4815555","-1.9040801"
"WM646471","Freehold","land on the south east side of Viaduct Street, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"KWASA LOGIX NO.2 LIMITED",,"Limited Company or Public Limited Company","JERSEY","St Paul's Gate, New Street, St Helier, Jersey, JE4 8ZB",,,,,,,,,,,,,,,,,,,,,,,,"03-03-2016","N","0","0"
"WM659113","Freehold","land on the North side of Rocky Lane, Aston","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N","1100000","CAINS TRUSTEES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Ordnance House, 31 Pier Road, St Helier, Jersey, JE4 8PW",,,"CAINS FIDUCIARIES (JERSEY) LIMITED",,"Limited Company or Public Limited Company","JERSEY","Ordnance House, 31 Pier Road, St Helier, Jersey, JE4 8PW",,,,,,,,,,,,,,,,,"29-03-2016","N","0","0"
"WM663763","Freehold","57 Turnberry Road, Great Barr (B42 2HP)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B42 2HP","N",,"FLAXBY TRUSTEE LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","the Julian Gleek 2005 Trust",,,"JENSBROOK TRUSTEE LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","the Heatwave Trust, both of Sixty Circular Road, Douglas, Isle of Man IM1 1SA",,,,,,,,,,,,,,,,,"13-07-2006","N","52.5393605392403","-1.91338958712195"
"WM670658","Freehold","56, 62, 64, 120, 122, 123 and 131 Hodge Hill Road, 2 Fowey Road and 52, 54, 73 and 83 Ventnor Avenue, Castle Bromwich","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"RECTANGLE LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","Belgravia House, 34/44 Circular Road, Douglas, Isle of Man IM1 2AE",,,,,,,,,,,,,,,,,,,,,,,,"20-03-2006","N","0","0"
"WM671430","Freehold","land adjoining 14 Oakdale Road, Birmingham (B36 8AX)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B36 8AX","N",,"RECTANGLE LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","Belgravia House, 34/44 Circular Road, Douglas, Isle of Man IM1 2AE",,,,,,,,,,,,,,,,,,,,,,,,"20-03-2006","N","52.5024884014336","-1.80450521488853"
"WM676657","Freehold","Land on the south side of Avenue Road, Aston, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"ARC CABIRUK001, LLC",,"Corporate Body","DELAWARE, U.S.A.","2nd Floor, 37-38 Margaret Street, London W1G 0JF","2711 Centerville Road, Suite 400, Wilmington, Delaware 19808, United States Of America",,,,,,,,,,,,,,,,,,,,,,,"11-09-2014","N","0","0"
"WM802558","Freehold","10 Ivybridge Grove, Perry Barr, Birmingham (B42 1RL)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B42 1RL","N","130000","THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND",,"Corporate Body","IRELAND","PO Box 27, One Temple Quay, Bristol BS99 7AX",,,,,,,,,,,,,,,,,,,,,,,,"14-04-2009","N","52.5208630769787","-1.90680907019002"
"WM804616","Freehold","326 Bradford Street, Birmingham (B5 6ET)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B5 6ET","N",,"WPC 17-9 B.V",,"Corporate Body","NETHERLANDS","Strawinskylaan, 741 Toren, 7 7e 107 7XX, Amsterdam, Netherlands",,,,,,,,,,,,,,,,,,,,,,,,"26-10-2009","N","52.4745732","-1.8890701"
"WM822444","Freehold","Digby House, 10 Digby Road, Sutton Coldfield (B73 6HG)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B73 6HG","N",,"DIGBY ROAD DEVELOPMENTS LIMITED",,"Limited Company or Public Limited Company","ISLE OF MAN","7 Athol Street, Douglas, Isle of Man, IM1 1LD",,,,,,,,,,,,,,,,,,,,,,,,"11-05-2015","N","52.5570634384698","-1.83172678008977"
"WM824429","Leasehold","2 Duchess Place, Birmingham (B16 8NH)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B16 8NH","N",,"WICHFORD EDGBASTON LIMITED","92721","Limited Company or Public Limited Company","GIBRALTAR","9/1 Cooperage Lane, Gibraltar",,,,,,,,,,,,,,,,,,,,,,,,"03-02-2005","N","52.4731292540508","-1.92391282052986"
"WM835597","Freehold","land on the east side of Summer Lane, Birmingham","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS",,"N",,"LINCOLNSHIRE ASSETS LIMITED",,"Limited Company or Public Limited Company","JERSEY","47 Esplanade, St Helier , Jersey, JE1 0BD",,,,,,,,,,,,,,,,,,,,,,,,"06-04-2016","N","0","0"
"WM842777","Freehold","97 Woodcote Road, Birmingham (B24 0HB)","BIRMINGHAM","WEST MIDLANDS","WEST MIDLANDS","B24 0HB","N",,"H COMPANY 3 LIMITED",,"Limited Company or Public Limited Company","JERSEY","22 Grenville Street, St Helier, Jersey, JE4 8PX",,,,,,,,,,,,,,,,,,,,,,,,"04-07-2016","N","52.5252073259224","-1.81660782247136"
