"","generalElectionVote","partyId1","partyId","countryOfBirth","reasonForVote"
"12864",2,2,2,2,5
"12865",2,2,2,1,1
"12866",6,1,1,1,5
"12867",2,2,2,1,1
"12868",1,10,10,NA,2
"12869",1,10,10,8,2
"12870",3,10,10,1,2
"12871",2,2,2,1,3
"12872",2,2,2,1,2
"12873",1,1,1,1,2
"12874",1,1,1,3,1
"12875",1,1,1,1,1
"12876",1,1,1,1,2
"12877",9,2,2,1,5
"12878",6,6,6,1,5
"12879",NA,1,1,NA,NA
"12880",1,1,1,1,2
"12881",2,7,7,NA,5
"12882",1,10,10,1,2
"12883",7,7,7,1,2
"12884",7,10,10,1,2
"12885",NA,1,1,7,NA
"12886",1,1,1,2,2
"12887",1,1,1,8,2
"12888",1,1,1,8,1
"12889",9,1,1,1,5
"12890",2,99,9999,1,3
"12891",1,10,10,1,2
"12892",9,10,10,8,2
"12893",2,2,2,1,1
"12894",2,2,2,1,2
"12895",1,1,1,1,1
"12896",NA,10,10,1,NA
"12897",2,2,2,8,3
"12898",2,2,2,NA,2
"12899",2,2,2,1,2
"12900",1,1,1,1,2
"12901",2,10,10,1,2
"12902",2,3,3,1,4
"12903",NA,2,2,1,NA
"12904",NA,1,1,7,NA
"12905",2,2,2,1,3
"12906",1,10,10,1,2
"12907",2,2,2,1,1
"12908",2,10,10,1,5
"12909",1,6,6,1,1
"12910",1,10,10,1,4
"12911",3,3,3,1,2
"12912",2,2,2,NA,4
"12913",NA,10,10,1,NA
"12914",2,2,2,1,1
"12915",2,1,1,8,1
"12916",2,3,3,NA,2
"12917",1,1,1,1,2
"12918",2,2,2,NA,2
"12919",1,1,1,NA,2
"12920",7,7,7,6,5
"12921",2,2,2,1,1
"12922",1,1,1,5,3
"12923",1,1,1,1,2
"12924",2,7,7,3,0
"12925",3,1,1,1,4
"12926",NA,10,10,7,NA
"12927",3,3,3,1,2
"12928",1,1,1,1,3
"12929",NA,1,1,1,NA
"12930",1,1,1,1,2
"12931",2,2,2,8,2
"12932",2,2,2,1,1
"12933",2,2,2,1,2
"12934",2,2,2,1,2
"12935",2,7,7,1,3
"12936",6,6,6,1,2
"12937",2,7,7,1,4
"12938",2,2,2,1,2
"12939",2,7,7,1,4
"12940",NA,10,10,NA,NA
"12941",2,10,10,7,3
"12942",2,2,2,NA,2
"12943",2,10,10,1,2
"12944",2,2,2,2,1
"12945",1,1,1,1,2
"12946",9,2,2,1,5
"12947",2,2,2,1,1
"12948",1,1,1,1,2
"12949",6,99,9999,8,5
"12950",1,3,3,1,5
"12951",2,2,2,1,2
"12952",1,1,1,8,2
"12953",1,1,1,1,2
"12954",NA,99,9999,1,NA
"12955",1,1,1,1,2
"12956",2,2,2,2,2
"12957",6,99,9999,1,0
"12958",6,1,1,1,5
"12959",2,99,9999,7,2
"12960",1,1,1,3,2
"12961",2,7,7,3,3
"12962",2,2,2,6,2
"12963",NA,10,10,8,NA
"12964",1,1,1,1,4
"12965",3,7,7,6,2
"12966",3,3,3,1,2
"12967",1,1,1,1,2
"12968",2,2,2,NA,2
"12969",2,2,2,NA,1
"12970",2,10,10,1,2
"12971",3,2,2,1,3
"12972",2,2,2,8,2
"12973",9,10,10,1,5
"12974",1,1,1,2,2
"12975",NA,10,10,2,NA
"12976",2,2,2,1,1
"12977",NA,2,2,8,NA
"12978",2,2,2,1,2
"12979",NA,10,10,NA,NA
"12980",1,1,1,1,1
"12981",3,3,3,NA,2
"12982",1,1,1,1,2
"12983",6,99,9999,5,0
"12984",1,1,1,NA,1
"12985",1,10,10,NA,4
"12986",1,1,1,1,2
"12987",2,2,2,NA,1
"12988",6,6,6,1,2
"12989",NA,10,10,1,NA
"12990",1,1,1,6,2
"12991",3,3,3,1,2
"12992",1,1,1,1,2
"12993",3,99,9999,8,0
"12994",2,2,2,NA,2
"12995",1,1,1,1,2
"12996",1,10,10,1,5
"12997",1,1,1,1,3
"12998",1,1,1,NA,2
"12999",2,2,2,8,2
"13000",1,10,10,1,3
"13001",6,1,1,1,2
"13002",1,1,1,1,2
"13003",2,9,9,1,5
"13004",7,7,7,1,2
"13005",2,2,2,1,2
"13006",1,1,1,3,2
"13007",7,10,10,1,1
"13008",1,99,9999,1,3
"13009",1,1,1,NA,2
"13010",3,3,3,1,1
"13011",NA,1,1,1,NA
"13012",1,99,9999,NA,2
"13013",3,2,2,1,4
"13014",3,2,2,6,4
"13015",3,3,3,NA,2
"13016",6,1,1,1,2
"13017",1,1,1,1,1
"13018",3,10,10,1,3
"13019",1,99,9999,1,2
"13020",1,1,1,1,1
"13021",1,1,1,1,2
"13022",1,1,1,1,1
"13023",1,1,1,NA,2
"13024",1,1,1,1,2
"13025",2,99,9999,1,0
"13026",1,1,1,1,1
"13027",1,10,10,1,3
"13028",1,1,1,1,3
"13029",1,1,1,1,1
"13030",NA,10,10,1,NA
"13031",2,2,2,1,1
"13032",2,2,2,1,4
"13033",1,1,1,1,2
"13034",1,1,1,NA,2
"13035",NA,99,9999,1,NA
"13036",1,1,1,1,3
"13037",1,1,1,1,2
"13038",1,3,3,6,3
"13039",1,1,1,NA,2
"13040",2,2,2,1,2
"13041",2,2,2,2,2
"13042",2,2,2,1,2
"13043",2,2,2,NA,1
"13044",1,1,1,1,2
"13045",1,1,1,1,2
"13046",9999,10,10,1,2
"13047",2,2,2,1,2
"13048",1,1,1,1,2
"13049",2,2,2,1,1
"13050",2,2,2,1,2
"13051",6,6,6,1,2
"13052",NA,10,10,1,NA
"13053",2,8,8,1,5
"13054",1,1,1,1,2
"13055",2,99,9999,1,9999
"13056",3,1,1,1,3
"13057",1,6,6,1,4
"13058",1,3,3,1,2
"13059",1,1,1,1,3
"13060",2,2,2,1,1
"13061",3,3,3,1,2
"13062",2,1,1,NA,2
"13063",2,2,2,1,2
"13064",1,1,1,1,1
"13065",2,2,2,1,5
"13066",1,1,1,1,2
"13067",2,2,2,1,2
"13068",1,1,1,1,5
"13069",2,2,2,1,2
"13070",6,6,6,1,2
"13071",2,2,2,1,2
"13072",1,1,1,1,2
"13073",1,1,1,1,1
"13074",1,1,1,1,2
"13075",1,10,10,1,2
"13076",1,1,1,NA,2
"13077",7,7,7,1,0
"13078",2,2,2,1,2
"13079",3,2,2,NA,4
"13080",NA,10,10,1,NA
"13081",9,2,2,1,5
"13082",1,1,1,1,2
"13083",3,2,2,1,4
"13084",1,1,1,1,2
"13085",2,10,10,1,2
"13086",2,2,2,1,2
"13087",3,7,7,1,4
"13088",3,3,3,NA,2
"13089",3,10,10,NA,4
"13090",6,1,1,1,5
"13091",7,7,7,1,2
"13092",3,3,3,NA,2
"13093",3,2,2,8,4
"13094",1,1,1,2,1
"13095",6,6,6,1,2
"13096",2,2,2,1,2
"13097",1,1,1,NA,1
"13098",NA,3,3,NA,NA
"13099",1,1,1,1,2
"13100",NA,10,10,1,NA
"13101",1,1,1,1,2
"13102",1,1,1,1,2
"13103",1,2,2,1,2
"13104",3,3,3,1,2
"13105",2,2,2,1,2
"13106",2,2,2,NA,2
"13107",7,10,10,1,0
"13108",6,10,10,1,0
"13109",6,6,6,1,2
"13110",1,1,1,1,3
"13111",2,2,2,6,1
"13112",9,2,2,NA,0
"13113",NA,99,9999,9999,NA
"13114",1,1,1,1,2
"13115",7,10,10,1,2
"13116",1,1,1,1,2
"13117",2,2,2,1,1
"13118",1,1,1,1,1
"13119",1,1,1,1,3
"13120",1,1,1,1,3
"13121",1,1,1,1,2
"13122",7,10,10,1,5
"13123",1,10,10,1,2
"13124",2,2,2,6,2
"13125",1,1,1,1,5
"13126",2,2,2,8,1
"13127",1,2,2,1,2
"13128",1,1,1,1,1
"13129",2,2,2,1,3
"13130",2,2,2,1,1
"13131",NA,10,10,7,NA
"13132",NA,10,10,1,NA
"13133",NA,1,1,8,NA
"13134",1,1,1,1,2
"13135",2,2,2,6,1
"13136",NA,10,10,1,NA
"13137",1,10,10,1,3
"13138",NA,10,10,1,NA
"13139",1,1,1,1,2
"13140",2,2,2,1,0
"13141",7,10,10,8,2
"13142",1,1,1,1,2
"13143",1,3,3,1,4
"13144",1,1,1,1,2
"13145",7,10,10,1,2
"13146",1,1,1,1,3
"13147",9,99,9999,1,5
"13148",1,99,9999,NA,3
"13149",2,2,2,NA,2
"13150",1,6,6,1,3
"13151",2,99,9999,NA,9999
"13152",1,1,1,2,2
"13153",6,1,1,1,0
"13154",3,3,3,NA,2
"13155",2,2,2,1,3
"13156",2,2,2,1,2
"13157",7,1,1,1,5
"13158",1,1,1,6,2
"13159",2,2,2,1,2
"13160",6,10,10,1,0
"13161",1,1,1,2,5
"13162",1,1,1,6,5
"13163",1,1,1,8,1
"13164",2,7,7,1,4
"13165",2,2,2,NA,2
"13166",1,3,3,NA,5
"13167",3,3,3,1,2
"13168",1,1,1,6,2
"13169",1,1,1,1,2
"13170",2,99,9999,1,5
"13171",1,2,2,1,2
"13172",2,2,2,1,4
"13173",1,1,1,NA,2
"13174",6,99,9999,1,5
"13175",1,1,1,1,2
"13176",2,10,10,1,3
"13177",1,10,10,NA,1
"13178",3,3,3,1,3
"13179",2,2,2,2,2
"13180",NA,2,2,1,NA
"13181",7,7,7,1,2
"13182",1,7,7,1,3
"13183",2,99,9999,1,3
"13184",2,2,2,1,2
"13185",1,1,1,1,2
"13186",1,1,1,1,2
"13187",1,10,10,1,2
"13188",9999,10,10,1,3
"13189",7,10,10,1,5
"13190",1,1,1,1,2
"13191",NA,1,1,6,NA
"13192",7,7,7,1,2
"13193",1,1,1,8,2
"13194",1,10,10,1,4
"13195",6,6,6,1,2
"13196",6,1,1,1,4
"13197",2,2,2,1,2
"13198",1,2,2,1,2
"13199",2,2,2,1,2
"13200",2,2,2,1,1
"13201",2,10,10,1,2
"13202",9,99,9999,NA,3
"13203",1,2,2,1,3
"13204",2,2,2,NA,2
"13205",9,99,9999,2,9999
"13206",1,10,10,1,2
"13207",7,7,7,NA,2
"13208",6,6,6,1,3
"13209",1,2,2,1,2
"13210",6,1,1,1,4
"13211",2,2,2,1,5
"13212",7,2,2,1,5
"13213",2,7,7,1,2
"13214",6,99,9999,NA,2
"13215",NA,10,10,NA,NA
"13216",1,10,10,1,0
"13217",1,99,9999,1,2
"13218",3,3,3,1,2
"13219",2,2,2,1,4
"13220",2,2,2,NA,4
"13221",6,10,10,1,4
"13222",2,2,2,1,4
"13223",NA,10,10,1,NA
"13224",6,10,10,1,3
"13225",NA,10,10,1,NA
"13226",1,1,1,1,2
"13227",6,6,6,1,3
"13228",2,2,2,1,1
"13229",2,2,2,1,2
"13230",1,1,1,NA,1
"13231",2,2,2,1,2
"13232",1,10,10,NA,5
"13233",3,7,7,1,3
"13234",2,2,2,1,2
"13235",1,1,1,1,3
"13236",NA,2,2,1,NA
"13237",1,99,9999,8,3
"13238",1,2,2,1,5
"13239",2,10,10,NA,2
"13240",2,2,2,1,2
"13241",2,7,7,1,4
"13242",1,1,1,2,2
"13243",6,2,2,1,2
"13244",NA,10,10,1,NA
"13245",6,10,10,1,9999
"13246",2,2,2,1,2
"13247",1,99,9999,1,2
"13248",3,2,2,1,3
"13249",2,2,2,1,1
"13250",1,1,1,1,2
"13251",7,7,7,1,2
"13252",1,6,6,1,4
"13253",3,3,3,1,2
"13254",2,2,2,1,1
"13255",2,2,2,1,2
"13256",2,2,2,NA,1
"13257",1,10,10,1,4
"13258",NA,6,6,1,NA
"13259",6,6,6,1,2
"13260",6,6,6,1,2
"13261",1,10,10,1,0
"13262",1,1,1,NA,2
"13263",3,3,3,1,2
"13264",NA,10,10,1,NA
"13265",2,7,7,1,4
"13266",1,1,1,1,2
"13267",3,2,2,1,5
"13268",2,10,10,1,2
"13269",1,1,1,NA,1
"13270",2,2,2,1,2
"13271",2,2,2,NA,1
"13272",2,3,3,1,2
"13273",1,1,1,1,2
"13274",1,1,1,1,1
"13275",1,1,1,NA,2
"13276",2,3,3,1,2
"13277",1,6,6,1,4
"13278",9999,10,10,NA,2
"13279",1,1,1,1,5
"13280",1,1,1,1,2
"13281",2,2,2,1,2
"13282",2,2,2,1,3
"13283",2,2,2,NA,2
"13284",2,2,2,NA,2
"13285",NA,10,10,1,NA
"13286",2,2,2,1,2
"13287",3,99,9999,NA,2
"13288",2,2,2,1,3
"13289",1,1,1,1,2
"13290",9,9,9,NA,2
"13291",2,2,2,1,2
"13292",2,2,2,3,2
"13293",9999,99,9999,NA,1
"13294",2,2,2,NA,2
"13295",2,2,2,1,4
"13296",1,1,1,1,2
"13297",1,3,3,1,4
"13298",6,6,6,1,2
"13299",NA,10,10,NA,NA
"13300",2,2,2,NA,1
"13301",1,1,1,1,3
"13302",2,2,2,1,2
"13303",1,1,1,1,1
"13304",2,2,2,1,2
"13305",6,10,10,1,2
"13306",2,10,10,1,3
"13307",1,1,1,1,2
"13308",6,1,1,1,2
"13309",NA,3,3,1,NA
"13310",2,2,2,1,2
"13311",6,2,2,1,5
"13312",NA,10,10,1,NA
"13313",1,1,1,NA,3
"13314",1,1,1,1,2
"13315",1,99,9999,1,5
"13316",2,2,2,1,2
"13317",1,10,10,1,3
"13318",2,2,2,4,1
"13319",1,1,1,1,2
"13320",9,10,10,1,5
"13321",7,7,7,NA,2
"13322",NA,10,10,1,NA
"13323",2,2,2,NA,5
"13324",2,7,7,8,4
"13325",2,10,10,1,3
"13326",2,2,2,NA,1
"13327",6,10,10,1,2
"13328",2,2,2,NA,3
"13329",2,2,2,1,1
"13330",7,10,10,1,2
"13331",1,1,1,NA,3
"13332",1,1,1,NA,1
"13333",2,2,2,1,2
"13334",1,1,1,1,1
"13335",1,1,1,NA,2
"13336",7,7,7,1,2
"13337",7,1,1,NA,9999
"13338",2,2,2,NA,0
"13339",1,1,1,1,3
"13340",NA,99,9999,NA,NA
"13341",1,1,1,1,2
"13342",2,2,2,1,1
"13343",1,3,3,1,2
"13344",2,2,2,1,1
"13345",6,1,1,1,3
"13346",1,1,1,1,1
"13347",2,2,2,NA,5
"13348",2,2,2,1,2
"13349",6,6,6,NA,2
"13350",2,2,2,1,2
"13351",NA,10,10,1,NA
"13352",6,1,1,1,2
"13353",1,1,1,1,1
"13354",6,1,1,1,2
"13355",2,2,2,1,3
"13356",NA,6,6,1,NA
"13357",1,10,10,1,0
"13358",2,2,2,NA,2
"13359",2,2,2,1,1
"13360",3,10,10,1,4
"13361",2,2,2,1,2
"13362",2,10,10,8,5
"13363",2,2,2,7,1
"13364",1,1,1,1,1
"13365",2,4,4,1,2
"13366",6,2,2,1,2
"13367",1,2,2,1,1
"13368",2,2,2,1,3
"13369",1,1,1,1,1
"13370",2,10,10,1,5
"13371",NA,2,2,1,NA
"13372",6,1,1,1,4
"13373",6,6,6,1,5
"13374",2,1,1,1,2
"13375",2,2,2,1,3
"13376",6,6,6,4,2
"13377",2,2,2,1,4
"13378",2,2,2,1,3
"13379",1,1,1,1,1
"13380",1,1,1,1,1
"13381",NA,1,1,1,NA
"13382",1,1,1,1,1
"13383",6,99,9999,NA,9999
"13384",3,3,3,5,2
"13385",6,6,6,1,2
"13386",6,6,6,2,2
"13387",1,6,6,1,5
"13388",1,1,1,1,2
"13389",6,6,6,1,2
"13390",1,1,1,1,3
"13391",3,10,10,1,3
"13392",1,10,10,1,3
"13393",3,3,3,1,2
"13394",1,3,3,1,5
"13395",2,2,2,NA,5
"13396",3,3,3,3,3
"13397",3,1,1,NA,4
"13398",1,1,1,NA,1
"13399",1,1,1,NA,2
"13400",3,2,2,4,4
"13401",2,10,10,NA,2
"13402",3,2,2,1,4
"13403",1,1,1,1,2
"13404",1,1,1,1,2
"13405",1,1,1,NA,3
"13406",1,1,1,1,2
"13407",2,2,2,1,2
"13408",1,1,1,1,3
"13409",1,1,1,1,0
"13410",1,10,10,1,5
"13411",3,2,2,1,4
"13412",6,2,2,1,4
"13413",1,1,1,NA,2
"13414",1,1,1,1,2
"13415",2,2,2,NA,2
"13416",1,1,1,1,3
"13417",3,3,3,2,1
"13418",3,10,10,NA,2
"13419",3,7,7,1,2
"13420",2,2,2,1,1
"13421",3,2,2,1,5
"13422",3,2,2,1,4
"13423",1,1,1,NA,1
"13424",1,1,1,NA,2
"13425",1,10,10,1,5
"13426",2,2,2,1,1
"13427",1,1,1,1,1
"13428",NA,10,10,9999,NA
"13429",7,7,7,1,2
"13430",3,3,3,1,1
"13431",1,1,1,1,3
"13432",1,1,1,1,3
"13433",2,2,2,1,2
"13434",6,1,1,NA,3
"13435",1,10,10,NA,3
"13436",2,2,2,1,4
"13437",3,3,3,1,2
"13438",2,2,2,NA,2
"13439",6,10,10,1,5
"13440",1,1,1,7,1
"13441",NA,3,3,NA,NA
"13442",2,2,2,1,5
"13443",3,3,3,1,3
"13444",1,1,1,1,1
"13445",2,2,2,1,1
"13446",2,2,2,NA,2
"13447",1,1,1,1,3
"13448",1,1,1,1,1
"13449",6,2,2,1,2
"13450",1,1,1,1,3
"13451",2,2,2,1,2
"13452",NA,99,9999,1,NA
"13453",2,2,2,1,1
"13454",2,2,2,1,1
"13455",1,10,10,6,4
"13456",6,1,1,1,2
"13457",NA,10,10,NA,NA
"13458",1,1,1,NA,1
"13459",7,7,7,NA,2
"13460",1,1,1,1,1
"13461",2,10,10,1,2
"13462",NA,10,10,1,NA
"13463",1,1,1,NA,2
"13464",2,2,2,NA,1
"13465",7,7,7,1,1
"13466",1,1,1,2,2
"13467",6,6,6,1,0
"13468",2,2,2,1,2
"13469",1,6,6,1,2
"13470",2,2,2,1,2
"13471",1,1,1,NA,2
"13472",1,10,10,1,4
"13473",2,2,2,1,1
"13474",2,2,2,1,1
"13475",7,10,10,1,0
"13476",2,2,2,NA,1
"13477",2,2,2,1,2
"13478",1,1,1,NA,2
"13479",3,3,3,1,5
"13480",6,1,1,1,4
"13481",2,2,2,1,1
"13482",2,2,2,1,2
"13483",2,2,2,1,2
"13484",3,3,3,1,1
"13485",2,2,2,1,2
"13486",NA,10,10,1,NA
"13487",1,1,1,1,2
"13488",1,1,1,1,2
"13489",2,2,2,NA,2
"13490",2,2,2,1,2
"13491",1,1,1,NA,2
"13492",6,9,9,1,5
"13493",2,2,2,NA,2
"13494",1,10,10,1,2
"13495",2,2,2,1,1
"13496",1,1,1,1,2
"13497",1,1,1,1,2
"13498",NA,1,1,1,NA
"13499",6,10,10,1,0
"13500",2,2,2,1,3
"13501",1,1,1,1,1
"13502",NA,2,2,1,NA
"13503",NA,1,1,1,NA
"13504",1,3,3,1,3
"13505",2,2,2,1,1
"13506",6,6,6,1,5
"13507",2,2,2,1,2
"13508",1,3,3,1,4
"13509",NA,1,1,1,NA
"13510",2,2,2,1,3
"13511",1,1,1,1,2
"13512",6,6,6,1,2
"13513",2,2,2,1,4
"13514",1,10,10,8,4
"13515",3,3,3,7,2
"13516",2,10,10,6,5
"13517",1,1,1,5,1
"13518",1,1,1,1,1
"13519",6,6,6,1,2
"13520",1,1,1,1,1
"13521",1,1,1,1,2
"13522",1,1,1,1,1
"13523",1,1,1,1,2
"13524",1,10,10,3,2
"13525",NA,2,2,1,NA
"13526",2,2,2,NA,1
"13527",6,6,6,1,2
"13528",6,1,1,1,5
"13529",1,10,10,1,4
"13530",1,1,1,1,2
"13531",3,99,9999,1,2
"13532",1,1,1,1,2
"13533",3,10,10,1,2
"13534",1,1,1,1,1
"13535",2,2,2,1,1
"13536",2,2,2,1,3
"13537",1,2,2,NA,4
"13538",1,1,1,NA,3
"13539",NA,10,10,NA,NA
"13540",7,10,10,6,2
"13541",6,6,6,1,2
"13542",7,2,2,4,2
"13543",1,1,1,1,2
"13544",1,1,1,1,3
"13545",6,10,10,2,1
"13546",6,2,2,3,2
"13547",1,1,1,1,2
"13548",3,10,10,NA,2
"13549",1,1,1,1,1
"13550",6,2,2,1,5
"13551",3,3,3,NA,1
"13552",3,10,10,1,5
"13553",7,99,9999,7,3
"13554",6,3,3,1,5
"13555",7,9,9,1,5
"13556",1,1,1,NA,2
"13557",2,2,2,1,2
"13558",1,3,3,8,4
"13559",2,3,3,1,2
"13560",1,1,1,1,2
"13561",1,1,1,1,2
"13562",2,3,3,1,5
"13563",2,2,2,1,2
"13564",2,2,2,1,1
"13565",7,10,10,1,2
"13566",1,1,1,1,3
"13567",2,2,2,8,2
"13568",NA,10,10,1,NA
"13569",2,2,2,1,4
"13570",1,1,1,1,2
"13571",7,2,2,1,2
"13572",6,1,1,1,3
"13573",NA,99,9999,1,NA
"13574",1,1,1,1,2
"13575",6,10,10,1,2
"13576",6,6,6,1,2
"13577",1,10,10,1,2
"13578",1,10,10,1,5
"13579",2,2,2,NA,2
"13580",6,10,10,1,3
"13581",6,1,1,1,5
"13582",1,1,1,3,4
"13583",NA,6,6,1,NA
"13584",1,1,1,1,3
"13585",2,2,2,NA,2
"13586",1,1,1,1,5
"13587",6,6,6,1,5
"13588",1,1,1,3,2
"13589",3,2,2,1,4
"13590",2,10,10,1,2
"13591",2,2,2,1,2
"13592",7,9,9,1,2
"13593",2,2,2,1,2
"13594",2,2,2,NA,1
"13595",1,10,10,1,2
"13596",1,3,3,NA,4
"13597",1,1,1,1,2
"13598",1,9,9,1,5
"13599",3,10,10,9999,4
"13600",1,10,10,1,3
"13601",1,1,1,1,2
"13602",1,1,1,1,2
"13603",3,3,3,1,2
"13604",3,3,3,NA,2
"13605",7,2,2,1,2
"13606",NA,10,10,1,NA
"13607",2,2,2,1,2
"13608",6,6,6,1,2
"13609",6,1,1,1,5
"13610",1,1,1,1,2
"13611",3,3,3,1,3
"13612",NA,10,10,7,NA
"13613",1,1,1,1,2
"13614",2,7,7,1,4
"13615",3,3,3,1,3
"13616",2,2,2,1,5
"13617",1,1,1,1,1
"13618",7,7,7,NA,4
"13619",3,3,3,1,2
"13620",2,2,2,1,2
"13621",1,1,1,1,1
"13622",2,2,2,1,2
"13623",1,1,1,1,2
"13624",NA,99,9999,NA,NA
"13625",1,1,1,NA,2
"13626",2,2,2,1,1
"13627",1,1,1,NA,1
"13628",6,6,6,1,2
"13629",1,1,1,1,2
"13630",1,1,1,1,2
"13631",2,2,2,NA,2
"13632",6,1,1,1,0
"13633",1,1,1,1,2
"13634",7,2,2,1,3
"13635",1,10,10,NA,2
"13636",2,2,2,1,2
"13637",2,2,2,1,9999
"13638",1,1,1,1,2
"13639",1,1,1,6,5
"13640",6,6,6,1,2
"13641",1,1,1,1,2
"13642",1,1,1,1,2
"13643",NA,1,1,NA,NA
"13644",2,2,2,1,2
"13645",NA,6,6,8,NA
"13646",NA,10,10,1,NA
"13647",2,2,2,1,1
"13648",6,6,6,1,5
"13649",1,6,6,NA,2
"13650",2,2,2,1,2
"13651",NA,1,1,1,NA
"13652",2,2,2,1,1
"13653",1,1,1,1,1
"13654",1,1,1,1,2
"13655",1,1,1,1,2
"13656",1,1,1,1,1
"13657",1,1,1,1,2
"13658",1,1,1,1,2
"13659",6,9,9,1,0
"13660",2,2,2,NA,3
"13661",1,1,1,NA,1
"13662",1,1,1,1,2
"13663",1,1,1,1,2
"13664",1,10,10,1,2
"13665",NA,10,10,1,NA
"13666",2,2,2,1,1
"13667",6,7,7,1,4
"13668",2,2,2,1,1
"13669",2,2,2,NA,2
"13670",1,1,1,NA,1
"13671",2,2,2,7,2
"13672",NA,2,2,NA,NA
"13673",1,99,9999,1,4
"13674",1,1,1,NA,2
"13675",NA,1,1,1,NA
"13676",1,1,1,6,2
"13677",1,1,1,1,3
"13678",2,9,9,1,3
"13679",1,1,1,1,1
"13680",NA,99,9999,2,NA
"13681",2,2,2,1,5
"13682",2,2,2,1,2
"13683",2,1,1,1,2
"13684",1,1,1,1,2
"13685",NA,10,10,1,NA
"13686",1,10,10,1,2
"13687",1,10,10,1,1
"13688",2,2,2,1,2
"13689",2,2,2,1,1
"13690",1,1,1,1,2
"13691",1,1,1,6,2
"13692",1,1,1,NA,2
"13693",2,2,2,NA,1
"13694",NA,1,1,1,NA
"13695",NA,99,9999,1,NA
"13696",1,1,1,1,2
"13697",2,2,2,1,2
"13698",1,1,1,1,2
"13699",1,10,10,NA,3
"13700",2,99,9999,1,5
"13701",NA,10,10,NA,NA
"13702",2,2,2,1,2
"13703",1,1,1,1,2
"13704",NA,1,1,NA,NA
"13705",1,1,1,1,1
"13706",2,2,2,1,1
"13707",1,1,1,1,2
"13708",6,10,10,1,5
"13709",2,10,10,1,2
"13710",1,1,1,1,1
"13711",1,1,1,1,1
"13712",1,7,7,1,2
"13713",NA,10,10,1,NA
"13714",1,1,1,1,1
"13715",6,1,1,1,1
"13716",7,10,10,1,5
"13717",1,1,1,1,3
"13718",1,10,10,1,2
"13719",2,2,2,1,2
"13720",1,1,1,1,2
"13721",2,2,2,1,2
"13722",2,2,2,NA,1
"13723",6,6,6,1,2
"13724",2,10,10,1,2
"13725",6,1,1,1,4
"13726",6,6,6,1,2
"13727",NA,10,10,NA,NA
"13728",6,1,1,1,4
"13729",2,2,2,1,2
"13730",1,2,2,1,2
"13731",1,1,1,1,2
"13732",1,1,1,NA,1
"13733",6,10,10,1,2
"13734",NA,99,9999,1,NA
"13735",2,6,6,1,5
"13736",6,2,2,NA,5
"13737",6,2,2,1,0
"13738",2,2,2,1,2
"13739",6,6,6,1,3
"13740",2,2,2,NA,1
"13741",2,2,2,1,1
"13742",6,1,1,1,4
"13743",1,1,1,1,2
"13744",1,1,1,NA,2
"13745",2,2,2,1,2
"13746",6,6,6,1,5
"13747",1,1,1,1,2
"13748",2,2,2,1,1
"13749",6,2,2,1,3
"13750",2,2,2,1,2
"13751",2,2,2,1,2
"13752",6,6,6,1,2
"13753",NA,10,10,1,NA
"13754",3,7,7,6,4
"13755",2,2,2,1,1
"13756",2,2,2,1,3
"13757",6,8,8,1,4
"13758",6,2,2,1,5
"13759",7,7,7,1,2
"13760",1,1,1,1,2
"13761",7,2,2,6,2
"13762",2,2,2,NA,1
"13763",6,6,6,1,1
"13764",1,1,1,1,1
"13765",2,10,10,1,4
"13766",6,1,1,1,2
"13767",1,1,1,1,3
"13768",2,2,2,1,2
"13769",2,2,2,NA,2
"13770",2,2,2,1,1
"13771",2,2,2,1,2
"13772",1,1,1,1,2
"13773",2,10,10,1,2
"13774",2,2,2,1,2
"13775",1,2,2,7,3
"13776",1,1,1,1,2
"13777",2,2,2,1,2
"13778",7,10,10,NA,2
"13779",2,2,2,1,2
"13780",2,2,2,1,2
"13781",2,2,2,1,1
"13782",6,99,9999,1,5
"13783",2,3,3,1,4
"13784",3,3,3,1,5
"13785",2,2,2,1,3
"13786",2,2,2,1,2
"13787",2,2,2,3,4
"13788",2,2,2,1,2
"13789",1,1,1,1,2
"13790",1,10,10,1,2
"13791",1,10,10,1,3
"13792",3,3,3,1,2
"13793",3,3,3,1,2
"13794",2,2,2,1,2
"13795",6,6,6,7,2
"13796",3,1,1,1,5
"13797",7,10,10,1,2
"13798",1,1,1,2,1
"13799",2,10,10,1,2
"13800",2,2,2,1,1
"13801",2,2,2,7,4
"13802",1,1,1,1,2
"13803",1,1,1,1,2
"13804",1,99,9999,8,2
"13805",2,2,2,1,2
"13806",3,1,1,1,4
"13807",2,2,2,1,1
"13808",6,6,6,1,2
"13809",2,99,9999,1,2
"13810",1,10,10,3,2
"13811",1,1,1,1,2
"13812",1,2,2,1,5
"13813",1,1,1,1,2
"13814",2,2,2,1,1
"13815",6,1,1,1,2
"13816",1,99,9999,1,0
"13817",1,1,1,1,3
"13818",1,1,1,1,3
"13819",3,3,3,1,1
"13820",2,2,2,NA,2
"13821",6,1,1,1,5
"13822",2,10,10,1,5
"13823",NA,10,10,6,NA
"13824",7,10,10,1,2
"13825",1,10,10,1,4
"13826",6,10,10,1,2
"13827",2,2,2,1,1
"13828",1,1,1,1,2
"13829",2,2,2,1,1
"13830",7,2,2,1,5
"13831",NA,3,3,7,NA
"13832",2,2,2,1,2
"13833",7,2,2,1,5
