FINANCIAL_YEAR,YEAR_ENDING,YEAR_QUARTER,FRS_NAME,INCIDENT_TYPE,Deliberate fires
2011/12, ,"2011/12 Oct, Nov, Dec",Buckinghamshire,Dwellings,14
2011/12, ,"2011/12 Oct, Nov, Dec",East Sussex,Dwellings,12
2011/12, ,"2011/12 Oct, Nov, Dec",Hampshire,Dwellings,21
2011/12, ,"2011/12 Oct, Nov, Dec",Kent,Dwellings,28
2011/12, ,"2011/12 Oct, Nov, Dec",Surrey,Dwellings,11
2011/12, ,"2011/12 Oct, Nov, Dec",Isle Of Wight,Dwellings,3
2011/12, ,"2011/12 Oct, Nov, Dec",West Sussex,Dwellings,12
2011/12, ,"2011/12 Oct, Nov, Dec",Oxfordshire,Dwellings,10
2011/12, ,"2011/12 Oct, Nov, Dec",Berkshire,Dwellings,13
2011/12, ,"2011/12 Oct, Nov, Dec",Avon,Dwellings,23
2011/12, ,"2011/12 Oct, Nov, Dec",Cornwall,Dwellings,7
2011/12, ,"2011/12 Oct, Nov, Dec",Gloucestershire,Dwellings,4
2011/12, ,"2011/12 Oct, Nov, Dec",Dorset & Wiltshire,Dwellings,3
2011/12, ,"2011/12 Oct, Nov, Dec",Dorset & Wiltshire,Dwellings,5
2011/12, ,"2011/12 Oct, Nov, Dec",Devon & Somerset,Dwellings,26
2012/13, ,"2012/13 Jan, Feb, Mar",Cleveland,Dwellings,9
2012/13, ,"2012/13 Jan, Feb, Mar",Durham,Dwellings,11
2012/13, ,"2012/13 Jan, Feb, Mar",Northumberland,Dwellings,3
2012/13, ,"2012/13 Jan, Feb, Mar",Tyne & Wear,Dwellings,16
2012/13, ,"2012/13 Jan, Feb, Mar",Cumbria,Dwellings,10
2012/13, ,"2012/13 Jan, Feb, Mar",Cheshire,Dwellings,14
2012/13, ,"2012/13 Jan, Feb, Mar",Greater Manchester,Dwellings,56
2012/13, ,"2012/13 Jan, Feb, Mar",Lancashire,Dwellings,31
2012/13, ,"2012/13 Jan, Feb, Mar",Merseyside,Dwellings,65
2012/13, ,"2012/13 Jan, Feb, Mar",Humberside,Dwellings,12
2012/13, ,"2012/13 Jan, Feb, Mar",North Yorkshire,Dwellings,5
2012/13, ,"2012/13 Jan, Feb, Mar",South Yorkshire,Dwellings,26
2012/13, ,"2012/13 Jan, Feb, Mar",West Yorkshire,Dwellings,33
2012/13, ,"2012/13 Jan, Feb, Mar",Lincolnshire,Dwellings,9
2012/13, ,"2012/13 Jan, Feb, Mar",Derbyshire,Dwellings,9
2012/13, ,"2012/13 Jan, Feb, Mar",Northamptonshire,Dwellings,14
2012/13, ,"2012/13 Jan, Feb, Mar",Leicestershire,Dwellings,16
2012/13, ,"2012/13 Jan, Feb, Mar",Nottinghamshire,Dwellings,14
2012/13, ,"2012/13 Jan, Feb, Mar",Hereford & Worcester,Dwellings,5
2012/13, ,"2012/13 Jan, Feb, Mar",Shropshire,Dwellings,4
2012/13, ,"2012/13 Jan, Feb, Mar",West Midlands,Dwellings,68
2012/13, ,"2012/13 Jan, Feb, Mar",Warwickshire,Dwellings,5
2012/13, ,"2012/13 Jan, Feb, Mar",Staffordshire,Dwellings,16
2012/13, ,"2012/13 Jan, Feb, Mar",Bedfordshire,Dwellings,6
2012/13, ,"2012/13 Jan, Feb, Mar",Cambridgeshire,Dwellings,10
2012/13, ,"2012/13 Jan, Feb, Mar",Essex,Dwellings,11
2012/13, ,"2012/13 Jan, Feb, Mar",Hertfordshire,Dwellings,10
2012/13, ,"2012/13 Jan, Feb, Mar",Norfolk,Dwellings,9
2012/13, ,"2012/13 Jan, Feb, Mar",Suffolk,Dwellings,9
2012/13, ,"2012/13 Jan, Feb, Mar",Greater London,Dwellings,82
2012/13, ,"2012/13 Jan, Feb, Mar",Greater London,Dwellings,44
2012/13, ,"2012/13 Jan, Feb, Mar",Buckinghamshire,Dwellings,3
2012/13, ,"2012/13 Jan, Feb, Mar",East Sussex,Dwellings,12
2012/13, ,"2012/13 Jan, Feb, Mar",Hampshire,Dwellings,18
2012/13, ,"2012/13 Jan, Feb, Mar",Kent,Dwellings,22
2012/13, ,"2012/13 Jan, Feb, Mar",Surrey,Dwellings,9
2012/13, ,"2012/13 Jan, Feb, Mar",West Sussex,Dwellings,9
2012/13, ,"2012/13 Jan, Feb, Mar",Oxfordshire,Dwellings,4
2012/13, ,"2012/13 Jan, Feb, Mar",Berkshire,Dwellings,6
2012/13, ,"2012/13 Jan, Feb, Mar",Avon,Dwellings,9
2012/13, ,"2012/13 Jan, Feb, Mar",Cornwall,Dwellings,6
2012/13, ,"2012/13 Jan, Feb, Mar",Gloucestershire,Dwellings,4
2012/13, ,"2012/13 Jan, Feb, Mar",Dorset & Wiltshire,Dwellings,5
2012/13, ,"2012/13 Jan, Feb, Mar",Dorset & Wiltshire,Dwellings,6
2012/13, ,"2012/13 Jan, Feb, Mar",Devon & Somerset,Dwellings,23
2012/13, ,"2012/13 Apr, May, Jun",Cleveland,Dwellings,16
2012/13, ,"2012/13 Apr, May, Jun",Durham,Dwellings,22
2012/13, ,"2012/13 Apr, May, Jun",Northumberland,Dwellings,3
2012/13, ,"2012/13 Apr, May, Jun",Tyne & Wear,Dwellings,30
2012/13, ,"2012/13 Apr, May, Jun",Cumbria,Dwellings,10
2012/13, ,"2012/13 Apr, May, Jun",Cheshire,Dwellings,9
2012/13, ,"2012/13 Apr, May, Jun",Greater Manchester,Dwellings,98
2012/13, ,"2012/13 Apr, May, Jun",Lancashire,Dwellings,41
2012/13, ,"2012/13 Apr, May, Jun",Merseyside,Dwellings,74
2012/13, ,"2012/13 Apr, May, Jun",Humberside,Dwellings,23
2012/13, ,"2012/13 Apr, May, Jun",North Yorkshire,Dwellings,8
2012/13, ,"2012/13 Apr, May, Jun",South Yorkshire,Dwellings,27
2012/13, ,"2012/13 Apr, May, Jun",West Yorkshire,Dwellings,70
2012/13, ,"2012/13 Apr, May, Jun",Lincolnshire,Dwellings,8
2012/13, ,"2012/13 Apr, May, Jun",Derbyshire,Dwellings,15
2012/13, ,"2012/13 Apr, May, Jun",Northamptonshire,Dwellings,9
2012/13, ,"2012/13 Apr, May, Jun",Leicestershire,Dwellings,12
2012/13, ,"2012/13 Apr, May, Jun",Nottinghamshire,Dwellings,27
2012/13, ,"2012/13 Apr, May, Jun",Hereford & Worcester,Dwellings,7
2012/13, ,"2012/13 Apr, May, Jun",Shropshire,Dwellings,14
2012/13, ,"2012/13 Apr, May, Jun",West Midlands,Dwellings,59
2012/13, ,"2012/13 Apr, May, Jun",Warwickshire,Dwellings,3
2012/13, ,"2012/13 Apr, May, Jun",Staffordshire,Dwellings,15
2012/13, ,"2012/13 Apr, May, Jun",Bedfordshire,Dwellings,12
2012/13, ,"2012/13 Apr, May, Jun",Cambridgeshire,Dwellings,7
2012/13, ,"2012/13 Apr, May, Jun",Essex,Dwellings,27
2012/13, ,"2012/13 Apr, May, Jun",Hertfordshire,Dwellings,10
2012/13, ,"2012/13 Apr, May, Jun",Norfolk,Dwellings,13
2012/13, ,"2012/13 Apr, May, Jun",Suffolk,Dwellings,2
2012/13, ,"2012/13 Apr, May, Jun",Greater London,Dwellings,86
2012/13, ,"2012/13 Apr, May, Jun",Greater London,Dwellings,42
2012/13, ,"2012/13 Apr, May, Jun",Buckinghamshire,Dwellings,6
2012/13, ,"2012/13 Apr, May, Jun",East Sussex,Dwellings,18
2012/13, ,"2012/13 Apr, May, Jun",Hampshire,Dwellings,19
2012/13, ,"2012/13 Apr, May, Jun",Kent,Dwellings,21
2012/13, ,"2012/13 Apr, May, Jun",Surrey,Dwellings,7
2012/13, ,"2012/13 Apr, May, Jun",Isle Of Wight,Dwellings,2
2012/13, ,"2012/13 Apr, May, Jun",West Sussex,Dwellings,13
2012/13, ,"2012/13 Apr, May, Jun",Oxfordshire,Dwellings,4
2012/13, ,"2012/13 Apr, May, Jun",Berkshire,Dwellings,7
2012/13, ,"2012/13 Apr, May, Jun",Avon,Dwellings,14
2012/13, ,"2012/13 Apr, May, Jun",Cornwall,Dwellings,7
2012/13, ,"2012/13 Apr, May, Jun",Gloucestershire,Dwellings,8
2012/13, ,"2012/13 Apr, May, Jun",Dorset & Wiltshire,Dwellings,6
2012/13, ,"2012/13 Apr, May, Jun",Dorset & Wiltshire,Dwellings,15
2012/13, ,"2012/13 Apr, May, Jun",Devon & Somerset,Dwellings,21
2012/13, ,"2012/13 Jul, Aug, Sep",Cleveland,Dwellings,11
2012/13, ,"2012/13 Jul, Aug, Sep",Durham,Dwellings,15
2012/13, ,"2012/13 Jul, Aug, Sep",Northumberland,Dwellings,6
2012/13, ,"2012/13 Jul, Aug, Sep",Tyne & Wear,Dwellings,30
2012/13, ,"2012/13 Jul, Aug, Sep",Cumbria,Dwellings,7
2012/13, ,"2012/13 Jul, Aug, Sep",Cheshire,Dwellings,16
2012/13, ,"2012/13 Jul, Aug, Sep",Greater Manchester,Dwellings,89
2012/13, ,"2012/13 Jul, Aug, Sep",Lancashire,Dwellings,43
2012/13, ,"2012/13 Jul, Aug, Sep",Merseyside,Dwellings,61
2012/13, ,"2012/13 Jul, Aug, Sep",Humberside,Dwellings,26
2012/13, ,"2012/13 Jul, Aug, Sep",North Yorkshire,Dwellings,4
2012/13, ,"2012/13 Jul, Aug, Sep",South Yorkshire,Dwellings,35
2012/13, ,"2012/13 Jul, Aug, Sep",West Yorkshire,Dwellings,41
2012/13, ,"2012/13 Jul, Aug, Sep",Lincolnshire,Dwellings,9
2012/13, ,"2012/13 Jul, Aug, Sep",Derbyshire,Dwellings,16
2012/13, ,"2012/13 Jul, Aug, Sep",Northamptonshire,Dwellings,10
2012/13, ,"2012/13 Jul, Aug, Sep",Leicestershire,Dwellings,15
2012/13, ,"2012/13 Jul, Aug, Sep",Nottinghamshire,Dwellings,16
2012/13, ,"2012/13 Jul, Aug, Sep",Hereford & Worcester,Dwellings,6
2012/13, ,"2012/13 Jul, Aug, Sep",Shropshire,Dwellings,6
2012/13, ,"2012/13 Jul, Aug, Sep",West Midlands,Dwellings,73
2012/13, ,"2012/13 Jul, Aug, Sep",Warwickshire,Dwellings,5
2012/13, ,"2012/13 Jul, Aug, Sep",Staffordshire,Dwellings,25
2012/13, ,"2012/13 Jul, Aug, Sep",Bedfordshire,Dwellings,3
2012/13, ,"2012/13 Jul, Aug, Sep",Cambridgeshire,Dwellings,9
2012/13, ,"2012/13 Jul, Aug, Sep",Essex,Dwellings,23
2012/13, ,"2012/13 Jul, Aug, Sep",Hertfordshire,Dwellings,10
2012/13, ,"2012/13 Jul, Aug, Sep",Norfolk,Dwellings,16
2012/13, ,"2012/13 Jul, Aug, Sep",Suffolk,Dwellings,5
2012/13, ,"2012/13 Jul, Aug, Sep",Greater London,Dwellings,74
2012/13, ,"2012/13 Jul, Aug, Sep",Greater London,Dwellings,66
2012/13, ,"2012/13 Jul, Aug, Sep",Buckinghamshire,Dwellings,12
2012/13, ,"2012/13 Jul, Aug, Sep",East Sussex,Dwellings,8
2012/13, ,"2012/13 Jul, Aug, Sep",Hampshire,Dwellings,13
2012/13, ,"2012/13 Jul, Aug, Sep",Kent,Dwellings,29
2012/13, ,"2012/13 Jul, Aug, Sep",Surrey,Dwellings,14
2012/13, ,"2012/13 Jul, Aug, Sep",Isle Of Wight,Dwellings,1
2012/13, ,"2012/13 Jul, Aug, Sep",West Sussex,Dwellings,18
2012/13, ,"2012/13 Jul, Aug, Sep",Oxfordshire,Dwellings,7
2012/13, ,"2012/13 Jul, Aug, Sep",Berkshire,Dwellings,9
2012/13, ,"2012/13 Jul, Aug, Sep",Avon,Dwellings,19
2012/13, ,"2012/13 Jul, Aug, Sep",Cornwall,Dwellings,3
2012/13, ,"2012/13 Jul, Aug, Sep",Gloucestershire,Dwellings,5
2012/13, ,"2012/13 Jul, Aug, Sep",Dorset & Wiltshire,Dwellings,6
2012/13, ,"2012/13 Jul, Aug, Sep",Dorset & Wiltshire,Dwellings,4
2012/13, ,"2012/13 Jul, Aug, Sep",Devon & Somerset,Dwellings,19
2012/13, ,"2012/13 Oct, Nov, Dec",Cleveland,Dwellings,9
2012/13, ,"2012/13 Oct, Nov, Dec",Durham,Dwellings,15
2012/13, ,"2012/13 Oct, Nov, Dec",Northumberland,Dwellings,5
2012/13, ,"2012/13 Oct, Nov, Dec",Tyne & Wear,Dwellings,46
2012/13, ,"2012/13 Oct, Nov, Dec",Cumbria,Dwellings,8
2012/13, ,"2012/13 Oct, Nov, Dec",Cheshire,Dwellings,15
2012/13, ,"2012/13 Oct, Nov, Dec",Greater Manchester,Dwellings,90
2012/13, ,"2012/13 Oct, Nov, Dec",Lancashire,Dwellings,51
2012/13, ,"2012/13 Oct, Nov, Dec",Merseyside,Dwellings,84
2012/13, ,"2012/13 Oct, Nov, Dec",Humberside,Dwellings,26
2012/13, ,"2012/13 Oct, Nov, Dec",North Yorkshire,Dwellings,7
2012/13, ,"2012/13 Oct, Nov, Dec",South Yorkshire,Dwellings,26
2012/13, ,"2012/13 Oct, Nov, Dec",West Yorkshire,Dwellings,60
2012/13, ,"2012/13 Oct, Nov, Dec",Lincolnshire,Dwellings,5
2012/13, ,"2012/13 Oct, Nov, Dec",Derbyshire,Dwellings,12
2012/13, ,"2012/13 Oct, Nov, Dec",Northamptonshire,Dwellings,17
2012/13, ,"2012/13 Oct, Nov, Dec",Leicestershire,Dwellings,11
2012/13, ,"2012/13 Oct, Nov, Dec",Nottinghamshire,Dwellings,21
2012/13, ,"2012/13 Oct, Nov, Dec",Hereford & Worcester,Dwellings,9
2012/13, ,"2012/13 Oct, Nov, Dec",Shropshire,Dwellings,4
2012/13, ,"2012/13 Oct, Nov, Dec",West Midlands,Dwellings,69
2012/13, ,"2012/13 Oct, Nov, Dec",Warwickshire,Dwellings,3
2012/13, ,"2012/13 Oct, Nov, Dec",Staffordshire,Dwellings,19
2012/13, ,"2012/13 Oct, Nov, Dec",Bedfordshire,Dwellings,5
2012/13, ,"2012/13 Oct, Nov, Dec",Cambridgeshire,Dwellings,3
2012/13, ,"2012/13 Oct, Nov, Dec",Essex,Dwellings,17
2012/13, ,"2012/13 Oct, Nov, Dec",Hertfordshire,Dwellings,5
2012/13, ,"2012/13 Oct, Nov, Dec",Norfolk,Dwellings,9
2012/13, ,"2012/13 Oct, Nov, Dec",Suffolk,Dwellings,3
2012/13, ,"2012/13 Oct, Nov, Dec",Greater London,Dwellings,102
2012/13, ,"2012/13 Oct, Nov, Dec",Greater London,Dwellings,42
2012/13, ,"2012/13 Oct, Nov, Dec",Buckinghamshire,Dwellings,11
2012/13, ,"2012/13 Oct, Nov, Dec",East Sussex,Dwellings,14
2012/13, ,"2012/13 Oct, Nov, Dec",Hampshire,Dwellings,21
2012/13, ,"2012/13 Oct, Nov, Dec",Kent,Dwellings,23
2012/13, ,"2012/13 Oct, Nov, Dec",Surrey,Dwellings,6
2012/13, ,"2012/13 Oct, Nov, Dec",Isle Of Wight,Dwellings,2
2012/13, ,"2012/13 Oct, Nov, Dec",West Sussex,Dwellings,8
2012/13, ,"2012/13 Oct, Nov, Dec",Oxfordshire,Dwellings,4
2012/13, ,"2012/13 Oct, Nov, Dec",Berkshire,Dwellings,5
2012/13, ,"2012/13 Oct, Nov, Dec",Avon,Dwellings,13
2012/13, ,"2012/13 Oct, Nov, Dec",Cornwall,Dwellings,7
2012/13, ,"2012/13 Oct, Nov, Dec",Gloucestershire,Dwellings,6
2012/13, ,"2012/13 Oct, Nov, Dec",Dorset & Wiltshire,Dwellings,6
2012/13, ,"2012/13 Oct, Nov, Dec",Dorset & Wiltshire,Dwellings,7
2012/13, ,"2012/13 Oct, Nov, Dec",Devon & Somerset,Dwellings,22
2013/14, ,"2013/14 Jan, Feb, Mar",Cleveland,Dwellings,14
2013/14, ,"2013/14 Jan, Feb, Mar",Durham,Dwellings,10
2013/14, ,"2013/14 Jan, Feb, Mar",Northumberland,Dwellings,3
2013/14, ,"2013/14 Jan, Feb, Mar",Tyne & Wear,Dwellings,24
2013/14, ,"2013/14 Jan, Feb, Mar",Cumbria,Dwellings,6
2013/14, ,"2013/14 Jan, Feb, Mar",Cheshire,Dwellings,10
2013/14, ,"2013/14 Jan, Feb, Mar",Greater Manchester,Dwellings,54
2013/14, ,"2013/14 Jan, Feb, Mar",Lancashire,Dwellings,27
2013/14, ,"2013/14 Jan, Feb, Mar",Merseyside,Dwellings,45
2013/14, ,"2013/14 Jan, Feb, Mar",Humberside,Dwellings,20
2013/14, ,"2013/14 Jan, Feb, Mar",North Yorkshire,Dwellings,6
2013/14, ,"2013/14 Jan, Feb, Mar",South Yorkshire,Dwellings,30
2013/14, ,"2013/14 Jan, Feb, Mar",West Yorkshire,Dwellings,45
2013/14, ,"2013/14 Jan, Feb, Mar",Lincolnshire,Dwellings,6
2013/14, ,"2013/14 Jan, Feb, Mar",Derbyshire,Dwellings,11
2013/14, ,"2013/14 Jan, Feb, Mar",Northamptonshire,Dwellings,14
2013/14, ,"2013/14 Jan, Feb, Mar",Leicestershire,Dwellings,13
2013/14, ,"2013/14 Jan, Feb, Mar",Nottinghamshire,Dwellings,12
2013/14, ,"2013/14 Jan, Feb, Mar",Hereford & Worcester,Dwellings,5
2013/14, ,"2013/14 Jan, Feb, Mar",Shropshire,Dwellings,6
2013/14, ,"2013/14 Jan, Feb, Mar",West Midlands,Dwellings,61
2013/14, ,"2013/14 Jan, Feb, Mar",Warwickshire,Dwellings,3
2013/14, ,"2013/14 Jan, Feb, Mar",Staffordshire,Dwellings,9
2013/14, ,"2013/14 Jan, Feb, Mar",Bedfordshire,Dwellings,8
2013/14, ,"2013/14 Jan, Feb, Mar",Cambridgeshire,Dwellings,9
2013/14, ,"2013/14 Jan, Feb, Mar",Essex,Dwellings,25
2013/14, ,"2013/14 Jan, Feb, Mar",Hertfordshire,Dwellings,5
2013/14, ,"2013/14 Jan, Feb, Mar",Norfolk,Dwellings,7
2013/14, ,"2013/14 Jan, Feb, Mar",Suffolk,Dwellings,9
2013/14, ,"2013/14 Jan, Feb, Mar",Greater London,Dwellings,69
2013/14, ,"2013/14 Jan, Feb, Mar",Greater London,Dwellings,44
2013/14, ,"2013/14 Jan, Feb, Mar",Buckinghamshire,Dwellings,4
2013/14, ,"2013/14 Jan, Feb, Mar",East Sussex,Dwellings,6
2013/14, ,"2013/14 Jan, Feb, Mar",Hampshire,Dwellings,15
2013/14, ,"2013/14 Jan, Feb, Mar",Kent,Dwellings,12
2013/14, ,"2013/14 Jan, Feb, Mar",Surrey,Dwellings,9
2013/14, ,"2013/14 Jan, Feb, Mar",West Sussex,Dwellings,9
2013/14, ,"2013/14 Jan, Feb, Mar",Oxfordshire,Dwellings,4
2013/14, ,"2013/14 Jan, Feb, Mar",Berkshire,Dwellings,10
2013/14, ,"2013/14 Jan, Feb, Mar",Avon,Dwellings,11
2013/14, ,"2013/14 Jan, Feb, Mar",Cornwall,Dwellings,4
2013/14, ,"2013/14 Jan, Feb, Mar",Gloucestershire,Dwellings,4
2013/14, ,"2013/14 Jan, Feb, Mar",Dorset & Wiltshire,Dwellings,5
2013/14, ,"2013/14 Jan, Feb, Mar",Dorset & Wiltshire,Dwellings,3
2013/14, ,"2013/14 Jan, Feb, Mar",Devon & Somerset,Dwellings,16
2013/14, ,"2013/14 Apr, May, Jun",Cleveland,Dwellings,19
2013/14, ,"2013/14 Apr, May, Jun",Durham,Dwellings,12
2013/14, ,"2013/14 Apr, May, Jun",Northumberland,Dwellings,5
2013/14, ,"2013/14 Apr, May, Jun",Tyne & Wear,Dwellings,33
2013/14, ,"2013/14 Apr, May, Jun",Cumbria,Dwellings,3
2013/14, ,"2013/14 Apr, May, Jun",Cheshire,Dwellings,17
2013/14, ,"2013/14 Apr, May, Jun",Greater Manchester,Dwellings,84
2013/14, ,"2013/14 Apr, May, Jun",Lancashire,Dwellings,35
2013/14, ,"2013/14 Apr, May, Jun",Merseyside,Dwellings,69
2013/14, ,"2013/14 Apr, May, Jun",Humberside,Dwellings,30
2013/14, ,"2013/14 Apr, May, Jun",North Yorkshire,Dwellings,8
2013/14, ,"2013/14 Apr, May, Jun",South Yorkshire,Dwellings,30
2013/14, ,"2013/14 Apr, May, Jun",West Yorkshire,Dwellings,52
2013/14, ,"2013/14 Apr, May, Jun",Lincolnshire,Dwellings,5
2013/14, ,"2013/14 Apr, May, Jun",Derbyshire,Dwellings,11
2013/14, ,"2013/14 Apr, May, Jun",Northamptonshire,Dwellings,16
2013/14, ,"2013/14 Apr, May, Jun",Leicestershire,Dwellings,22
2013/14, ,"2013/14 Apr, May, Jun",Nottinghamshire,Dwellings,24
2013/14, ,"2013/14 Apr, May, Jun",Hereford & Worcester,Dwellings,4
2013/14, ,"2013/14 Apr, May, Jun",Shropshire,Dwellings,2
2013/14, ,"2013/14 Apr, May, Jun",West Midlands,Dwellings,81
2013/14, ,"2013/14 Apr, May, Jun",Warwickshire,Dwellings,7
2013/14, ,"2013/14 Apr, May, Jun",Staffordshire,Dwellings,16
2013/14, ,"2013/14 Apr, May, Jun",Bedfordshire,Dwellings,15
2013/14, ,"2013/14 Apr, May, Jun",Cambridgeshire,Dwellings,13
2013/14, ,"2013/14 Apr, May, Jun",Essex,Dwellings,15
2013/14, ,"2013/14 Apr, May, Jun",Hertfordshire,Dwellings,5
2013/14, ,"2013/14 Apr, May, Jun",Norfolk,Dwellings,7
2013/14, ,"2013/14 Apr, May, Jun",Suffolk,Dwellings,10
2013/14, ,"2013/14 Apr, May, Jun",Greater London,Dwellings,82
2013/14, ,"2013/14 Apr, May, Jun",Greater London,Dwellings,41
2013/14, ,"2013/14 Apr, May, Jun",Buckinghamshire,Dwellings,11
2013/14, ,"2013/14 Apr, May, Jun",East Sussex,Dwellings,15
2013/14, ,"2013/14 Apr, May, Jun",Hampshire,Dwellings,16
2013/14, ,"2013/14 Apr, May, Jun",Kent,Dwellings,15
2013/14, ,"2013/14 Apr, May, Jun",Surrey,Dwellings,8
2013/14, ,"2013/14 Apr, May, Jun",Isle Of Wight,Dwellings,1
2013/14, ,"2013/14 Apr, May, Jun",West Sussex,Dwellings,9
2013/14, ,"2013/14 Apr, May, Jun",Oxfordshire,Dwellings,1
2013/14, ,"2013/14 Apr, May, Jun",Berkshire,Dwellings,11
2013/14, ,"2013/14 Apr, May, Jun",Avon,Dwellings,16
2013/14, ,"2013/14 Apr, May, Jun",Cornwall,Dwellings,6
2013/14, ,"2013/14 Apr, May, Jun",Gloucestershire,Dwellings,7
2013/14, ,"2013/14 Apr, May, Jun",Dorset & Wiltshire,Dwellings,7
2013/14, ,"2013/14 Apr, May, Jun",Dorset & Wiltshire,Dwellings,4
2013/14, ,"2013/14 Apr, May, Jun",Devon & Somerset,Dwellings,29
2013/14, ,"2013/14 Jul, Aug, Sep",Cleveland,Dwellings,14
2013/14, ,"2013/14 Jul, Aug, Sep",Durham,Dwellings,12
2013/14, ,"2013/14 Jul, Aug, Sep",Northumberland,Dwellings,4
2013/14, ,"2013/14 Jul, Aug, Sep",Tyne & Wear,Dwellings,33
2013/14, ,"2013/14 Jul, Aug, Sep",Cumbria,Dwellings,5
2013/14, ,"2013/14 Jul, Aug, Sep",Cheshire,Dwellings,15
2013/14, ,"2013/14 Jul, Aug, Sep",Greater Manchester,Dwellings,67
2013/14, ,"2013/14 Jul, Aug, Sep",Lancashire,Dwellings,29
2013/14, ,"2013/14 Jul, Aug, Sep",Merseyside,Dwellings,62
2013/14, ,"2013/14 Jul, Aug, Sep",Humberside,Dwellings,18
2013/14, ,"2013/14 Jul, Aug, Sep",North Yorkshire,Dwellings,2
2013/14, ,"2013/14 Jul, Aug, Sep",South Yorkshire,Dwellings,44
2013/14, ,"2013/14 Jul, Aug, Sep",West Yorkshire,Dwellings,58
2013/14, ,"2013/14 Jul, Aug, Sep",Lincolnshire,Dwellings,6
2013/14, ,"2013/14 Jul, Aug, Sep",Derbyshire,Dwellings,18
2013/14, ,"2013/14 Jul, Aug, Sep",Northamptonshire,Dwellings,9
2013/14, ,"2013/14 Jul, Aug, Sep",Leicestershire,Dwellings,10
2013/14, ,"2013/14 Jul, Aug, Sep",Nottinghamshire,Dwellings,19
2013/14, ,"2013/14 Jul, Aug, Sep",Hereford & Worcester,Dwellings,6
2013/14, ,"2013/14 Jul, Aug, Sep",Shropshire,Dwellings,3
2013/14, ,"2013/14 Jul, Aug, Sep",West Midlands,Dwellings,71
2013/14, ,"2013/14 Jul, Aug, Sep",Warwickshire,Dwellings,1
2013/14, ,"2013/14 Jul, Aug, Sep",Staffordshire,Dwellings,23
2013/14, ,"2013/14 Jul, Aug, Sep",Bedfordshire,Dwellings,18
2013/14, ,"2013/14 Jul, Aug, Sep",Cambridgeshire,Dwellings,13
2013/14, ,"2013/14 Jul, Aug, Sep",Essex,Dwellings,29
2013/14, ,"2013/14 Jul, Aug, Sep",Hertfordshire,Dwellings,11
2013/14, ,"2013/14 Jul, Aug, Sep",Norfolk,Dwellings,4
2013/14, ,"2013/14 Jul, Aug, Sep",Suffolk,Dwellings,8
2013/14, ,"2013/14 Jul, Aug, Sep",Greater London,Dwellings,70
2013/14, ,"2013/14 Jul, Aug, Sep",Greater London,Dwellings,30
2013/14, ,"2013/14 Jul, Aug, Sep",Buckinghamshire,Dwellings,11
2013/14, ,"2013/14 Jul, Aug, Sep",East Sussex,Dwellings,15
2013/14, ,"2013/14 Jul, Aug, Sep",Hampshire,Dwellings,13
2013/14, ,"2013/14 Jul, Aug, Sep",Kent,Dwellings,23
2013/14, ,"2013/14 Jul, Aug, Sep",Surrey,Dwellings,9
2013/14, ,"2013/14 Jul, Aug, Sep",Isle Of Wight,Dwellings,1
2013/14, ,"2013/14 Jul, Aug, Sep",West Sussex,Dwellings,8
2013/14, ,"2013/14 Jul, Aug, Sep",Oxfordshire,Dwellings,9
2013/14, ,"2013/14 Jul, Aug, Sep",Berkshire,Dwellings,5
2013/14, ,"2013/14 Jul, Aug, Sep",Avon,Dwellings,18
2013/14, ,"2013/14 Jul, Aug, Sep",Cornwall,Dwellings,8
2013/14, ,"2013/14 Jul, Aug, Sep",Gloucestershire,Dwellings,7
2013/14, ,"2013/14 Jul, Aug, Sep",Dorset & Wiltshire,Dwellings,8
2013/14, ,"2013/14 Jul, Aug, Sep",Dorset & Wiltshire,Dwellings,7
2013/14, ,"2013/14 Jul, Aug, Sep",Devon & Somerset,Dwellings,15
2013/14, ,"2013/14 Oct, Nov, Dec",Cleveland,Dwellings,13
2013/14, ,"2013/14 Oct, Nov, Dec",Durham,Dwellings,18
2013/14, ,"2013/14 Oct, Nov, Dec",Tyne & Wear,Dwellings,16
2013/14, ,"2013/14 Oct, Nov, Dec",Cumbria,Dwellings,2
2013/14, ,"2013/14 Oct, Nov, Dec",Cheshire,Dwellings,12
2013/14, ,"2013/14 Oct, Nov, Dec",Greater Manchester,Dwellings,92
2013/14, ,"2013/14 Oct, Nov, Dec",Lancashire,Dwellings,33
2013/14, ,"2013/14 Oct, Nov, Dec",Merseyside,Dwellings,66
2013/14, ,"2013/14 Oct, Nov, Dec",Humberside,Dwellings,21
2013/14, ,"2013/14 Oct, Nov, Dec",North Yorkshire,Dwellings,7
2013/14, ,"2013/14 Oct, Nov, Dec",South Yorkshire,Dwellings,24
2013/14, ,"2013/14 Oct, Nov, Dec",West Yorkshire,Dwellings,43
2013/14, ,"2013/14 Oct, Nov, Dec",Lincolnshire,Dwellings,8
2013/14, ,"2013/14 Oct, Nov, Dec",Derbyshire,Dwellings,20
2013/14, ,"2013/14 Oct, Nov, Dec",Northamptonshire,Dwellings,11
2013/14, ,"2013/14 Oct, Nov, Dec",Leicestershire,Dwellings,12
2013/14, ,"2013/14 Oct, Nov, Dec",Nottinghamshire,Dwellings,13
